Cat.No,Compound name,Target Class,Primary Target*,Primary Action,Brief Description,Batch,Product Data Sheet,Plate Number,Plate Location
4375,SMER 3,Enzymes,Ubiquitin E3 Ligases,Inhibitor,Selective inhibitor of E3 ubiquitin ligase,1,Datasheet_4375,9,E04
4382,Letrozole,Enzymes,Cytochrome P450,Inhibitor,"Potent, reversible non-steroidal aromatase inhibitor",1,Datasheet_4382,9,E05
4395,Moclobemide,Enzymes,Monoamine Oxidase,Inhibitor,Reversible MAO-A inhibitor,1,Datasheet_4395,9,E08
4417,DBeQ,Enzymes,p97 ATPase,Inhibitor,Selective and reversible p97 ATPase inhibitor,1,Datasheet_4417,9,F03
4423,CHIR 99021,Enzymes,Glycogen Synthase Kinase 3,Inhibitor,Highly selective GSK-3 inhibitor,12,Datasheet_4423,9,F04
4430,BAY 41-2272,Enzymes,Guanylyl Cyclase,Activator,Soluble guanylyl cyclase (sGC) activator,1,Datasheet_4430,9,F05
4431,A 1070722,Enzymes,Glycogen Synthase Kinase 3,Inhibitor,"Highly potent, selective GSK-3 inhibitor",1,Datasheet_4431,9,F06
4432,TTP 22,Enzymes,Casein Kinase 2,Inhibitor,"High affinity, selective CK2 inhibitor",1,Datasheet_4432,9,F07
4440,Rivastigmine tartrate,Enzymes,Cholinesterases,Inhibitor,Dual AChE and BChE inhibitor,1,Datasheet_4440,9,F11
4453,GDC 0879,Enzymes,Raf Kinase,Inhibitor,Potent B-Raf inhibitor,1,Datasheet_4453,9,G05
4459,TC-S 7005,Enzymes,Polo-like Kinase,Inhibitor,Potent and selective PLK2 inhibitor,3,Datasheet_4459,9,G07
4464,IOX 1,Enzymes,Histone Demethylases,Inhibitor,Histone demethylase inhibitor; cell permeable,1,Datasheet_4464,9,G10
4465,TCS ERK 11e,Enzymes,ERK,Inhibitor,Potent and selective ERK2 inhibitor,2,Datasheet_4465,9,G11
4479,4mu8C,Enzymes,IRE1,Inhibitor,Inhibits IRE1α endoribonuclease activity,1,Datasheet_4479,9,H06
4481,Ki 20227,Enzyme-Linked Receptors,Other RTKs,Inhibitor,c-Fms inhibitor; suppresses osteolysis and osteoclast accumulation,5,Datasheet_4481,9,H07
4484,STF 31,Enzymes,NAMPT,Inhibitor,NAMPT inhibitor; also GLUT1 inhibitor,2,Datasheet_4484,9,H08
4485,P 22077,Enzymes,Deubiquitinating Enzymes,Inhibitor,USP7 inhibitor,1,Datasheet_4485,9,H09
4489,DBZ,Enzymes,Gamma-Secretase,Inhibitor,γ-secretase inhibitor; inhibits Notch pathway,3,Datasheet_4489,9,H11
4514,JW 55,Enzymes,Tankyrase,Inhibitor,Tankyrase inhibitor,1,Datasheet_4514,10,A08
4517,NS 2028,Enzymes,Guanylyl Cyclase,Inhibitor,Potent soluble guanylyl cyclase (sGC) inhibitor,2,Datasheet_4517,10,A09
4525,Piclamilast,Enzymes,Phosphodiesterases,Inhibitor,Potent and selective PDE4 inhibitor,1,Datasheet_4525,10,B02
4536,Resiquimod,Enzyme-Linked Receptors,Toll-like Receptors,Agonist,Toll-like receptor 7 (TLR7) agonist,3,Datasheet_4536,10,B03
4540,U 104,Enzymes,Carbonic anhydrases,Inhibitor,Potent carbonic anhydrase (CA) IX and XII inhibitor,1,Datasheet_4540,10,B04
4541,SGC 0946,Enzymes,Other Lysine Methyltransferases,Inhibitor,Highly potent and selective DOT1L inhibitor; cell permeable,2,Datasheet_4541,10,B05
4556,CP 690550 citrate,Enzymes,JAK Kinase,Inhibitor,Potent JAK inhibitor,1,Datasheet_4556,10,B10
4559,GNF 5837,Enzyme-Linked Receptors,Trk Receptors,Inhibitor,"Potent Trk inhibitor; inhibits TrkA, TrkB and TrkC",2,Datasheet_4559,10,B11
4593,GSK J1,Enzymes,Histone Demethylases,Inhibitor,Potent JMJD3/UTX inhibitor,1,Datasheet_4593,10,C04
4594,GSK J4,Enzymes,Histone Demethylases,Inhibitor,Histone KDM inhibitor; cell permeable,2,Datasheet_4594,10,C05
4602,LDN 27219,Enzymes,Other Transferases,Inhibitor,Transglutaminase 2 (TG2) inhibitor; reversible,1,Datasheet_4602,10,C08
4607,LM 22A4,Enzyme-Linked Receptors,Trk Receptors,Agonist,Potent TrkB agonist,2,Datasheet_4607,10,C10
4612,URB 597,Enzymes,Fatty Acid Amide Hydrolase (FAAH),Inhibitor,Potent and selective FAAH inhibitor,1,Datasheet_4612,10,D02
4629,GSK2578215A,Enzymes,LRRK2,Inhibitor,"Potent, selective LRRK2 inhibitor; brain penetrant",1,Datasheet_4629,10,D09
4630,SB 747651A dihydrochloride,Enzymes,Other Kinases,Inhibitor,Potent MSK1 inhibitor; also inhibits other AGC group kinases,3,Datasheet_4630,10,D10
4652,SAHA,Enzymes,Non-selective HDACs,Inhibitor,Class I and II HDAC inhibitor,2,Datasheet_4652,10,E06
4660,KB SRC 4,Enzymes,Src Kinases,Inhibitor,Potent and selective c-Src inhibitor,1,Datasheet_4660,10,E09
4663,Apocynin,Enzymes,NADPH Oxidase,Inhibitor,NADPH-oxidase inhibitor,1,Datasheet_4663,10,E10
4686,Xanthohumol,Enzymes,p97 ATPase,Inhibitor,p97 ATPase (VCP) inhibitor,2,Datasheet_4686,10,F03
4715,JZL 195,Enzymes,Fatty Acid Amide Hydrolase (FAAH),Inhibitor,Dual FAAH and MAGL inhibitor,1,Datasheet_4715,10,F08
4724,BTT 3033,Enzyme-Linked Receptors,Integrins,Inhibitor,Selective inhibitor of integrin α2β1,1,Datasheet_4724,10,F10
4745,LIMKi 3,Enzymes,LIMK,Inhibitor,Potent LIM kinase inhibitor; antitumor,3,Datasheet_4745,10,G05
4754,AK 7,Enzymes,Class III HDACs (Sirtuins),Inhibitor,Selective SIRT2 inhibitor; brain penetrant,1,Datasheet_4754,10,G07
4773,ESI 09,Enzymes,EPAC,Inhibitor,Epac inhibitor,2,Datasheet_4773,10,G10
4774,BMS 536924,Enzyme-Linked Receptors,Insulin and insulin-like Receptors,Inhibitor,Dual IR/IGF1R inhibitor,1,Datasheet_4774,10,G11
4775,SD 2590 hydrochloride,Enzymes,Matrix Metalloprotease,Inhibitor,Potent MMP inhibitor,1,Datasheet_4775,10,H02
4776,BIRT 377,Enzyme-Linked Receptors,Integrins,Modulator,Potent negative allosteric modulator of LFA-1,1,Datasheet_4776,10,H03
4781,ANA 12,Enzyme-Linked Receptors,Trk Receptors,Antagonist,TrkB receptor antagonist,2,Datasheet_4781,10,H07
4793,CE3F4,Enzymes,EPAC,Inhibitor,Noncompetitive Epac1 inhibitor,1,Datasheet_4793,11,A02
4806,BMS 345541,Enzymes,IkB Kinase,Inhibitor,Selective allosteric inhibitor of IKK; anti-inflammatory,1,Datasheet_4806,11,A05
4809,DSR 6434,Enzyme-Linked Receptors,Toll-like Receptors,Agonist,Potent TLR7 agonist,1,Datasheet_4809,11,A06
4825,TC ASK 10,Enzymes,ASK1,Inhibitor,Potent and selective ASK1 inhibitor; orally bioavailable,2,Datasheet_4825,11,A08
4826,SUN 11602,Enzyme-Linked Receptors,FGFR,Other,Basic fibroblast growth factor (bFGF) mimetic; neuroprotective,2,Datasheet_4826,11,A09
4836,AZ 628,Enzymes,Raf Kinase,Inhibitor,Potent Raf kinase inhibitor,1,Datasheet_4836,11,A10
4837,AZD 3988,Enzymes,Diacylglycerol O-Acyltransferase,Inhibitor,Potent and selective DGAT-1 inhibitor,1,Datasheet_4837,11,A11
4839,AZD 6482,Enzymes,PI 3-Kinase,Inhibitor,Potent and selective PI 3-Kβ inhibitor,1,Datasheet_4839,11,B02
4842,BIX 02189,Enzymes,MEK,Inhibitor,Selective MEK5 and ERK5 inhibitor,2,Datasheet_4842,11,B03
4844,HJC 0350,Enzymes,EPAC,Inhibitor,Selective Epac2 inhibitor,1,Datasheet_4844,11,B04
4845,A 939572,Enzymes,Stearoyl-CoA 9-desaturase,Inhibitor,Potent SCD-1 inhibitor,1,Datasheet_4845,11,B05
4857,Amlexanox,Enzymes,TANK binding kinase (TBK),Inhibitor,Selective inhibitor of TBK,1,Datasheet_4857,11,B07
4865,APY 29,Enzymes,IRE1,Other,Inhibits IRE1α autophosphorylation; activates IRE1α endoribonuclease activity,2,Datasheet_4865,11,B09
4872,KML 29,Enzymes,MAGL,Inhibitor,Highly potent and selective MAGL inhibitor,2,Datasheet_4872,11,C03
4880,ML 281,Enzymes,Other Kinases,Inhibitor,STK33 inhibitor,1,Datasheet_4880,11,C06
4883,CU CPT 4a,Enzyme-Linked Receptors,Toll-like Receptors,Inhibitor,Selective TLR3 inhibitor,2,Datasheet_4883,11,C07
4899,ML 120B dihydrochloride,Enzymes,IkB Kinase,Inhibitor,Novel IKK2-selective inhibitor,1,Datasheet_4899,11,C11
4902,NSC 405020,Enzymes,Class I HDACs,Inhibitor,Histone deacetylase inhibitor,1,Datasheet_4902,11,D02
4904,UNC 1999,Enzymes,EZH2,Inhibitor,Potent and selective EZH2/EZH1 inhibitor,1,Datasheet_4904,11,D03
4905,UNC 2400,Enzymes,EZH2,Control,Negative control of UNC 1999 (Cat. No. 4904),1,Datasheet_4905,11,D04
4942,Pitavastatin calcium,Enzymes,HMG-CoA Reductase,Inhibitor,HMG-CoA reductase inhibitor,1,Datasheet_4942,11,D07
4946,AIM 100,Enzymes,Ack1,Inhibitor,Potent and selective Ack1 (TNK2) inhibitor,2,Datasheet_4946,11,D08
4962,SB 204990,Enzymes,ATP Citrate Lyase,Inhibitor,ATP citrate lyase (ACLY) inhibitor,2,Datasheet_4962,11,E02
4968,CCT 241533 dihydrochloride,Enzymes,Checkpoint Kinases,Inhibitor,Potent Chk2 inhibitor,1,Datasheet_4968,11,E04
4970,BMS 688521,Enzyme-Linked Receptors,Integrins,Inhibitor,Potent inhibitor of the LFA-1/ICAM interaction,1,Datasheet_4970,11,E05
4972,JIB 04,Enzymes,Histone Demethylases,Inhibitor,Pan Jumonji inhibitor; active in vivo,2,Datasheet_4972,11,E06
4977,RN 1 dihydrochloride,Enzymes,Histone Demethylases,Inhibitor,LSD1 inhibitor,2,Datasheet_4977,11,E07
4986,K 02288,Enzyme-Linked Receptors,BMP and Other Activin Receptors,Inhibitor,Type 1 BMP receptor inhibitor,1,Datasheet_4986,11,E10
4997,INDY,Enzymes,DYRK,Inhibitor,DYRK1A/B inhibitor,2,Datasheet_4997,11,E11
5009,BMS 509744,Enzymes,ITK,Inhibitor,Potent and selective ITK inhibitor,2,Datasheet_5009,11,F02
5012,PCI 29732,Enzymes,Brutons Tyrosine Kinase (BTK),Inhibitor,Potent BTK inhibitor,1,Datasheet_5012,11,F04
5013,AC 710,Enzyme-Linked Receptors,PDGFR,Inhibitor,Potent and selective PDGFR family inhibitor,1,Datasheet_5013,11,F05
5047,PRT 4165,Enzymes,Ubiquitin E3 Ligases,Inhibitor,Inhibitor of Bmi1/Ring1A; blocks histone H2A ubiquitination,1,Datasheet_5047,11,F09
5050,CASIN,Enzymes,Rho,Inhibitor,Cdc42 inhibitor,2,Datasheet_5050,11,F10
5051,BIO 5192,Enzyme-Linked Receptors,Integrins,Inhibitor,Highly potent and selective inhibitor of integrin α4β1 (VLA-4),1,Datasheet_5051,11,F11
5061,RKI 1447 dihydrochloride,Enzymes,Rho-kinases,Inhibitor,Potent and selective ROCK inhibitor; antitumor,1,Datasheet_5061,11,G03
5068,ITD 1,Enzyme-Linked Receptors,TGF-beta Receptors,Other,Selective inhibitor of TGF-β signaling; induces cardiomyocyte differentiation in ESCs,1,Datasheet_5068,11,G06
5069,Teriflunomide,Enzymes,Dihyroorotate Dehydrogenase,Inhibitor,Inhibitor of DHODH; active metabolite of Leflunomide,1,Datasheet_5069,11,G07
5071,NKY 80,Enzymes,Adenylyl Cyclase,Inhibitor,Adenylyl cyclase inhibitor,1,Datasheet_5071,11,G08
5077,DDR1-IN-1 dihydrochloride,Enzyme-Linked Receptors,Other RTKs,Inhibitor,Selective DDR1 inhibitor,1,Datasheet_5077,11,G10
5088,TC-S 7004,Enzymes,DYRK,Inhibitor,Potent and selective DYRK1A/B inhibitor,1,Datasheet_5088,11,H06
5089,TC-E 5002,Enzymes,Histone Demethylases,Inhibitor,Selective KDM2/7 inhibitor,1,Datasheet_5089,11,H07
5107,GSK 2606414,Enzymes,PERK,Inhibitor,Potent and selective PERK inhibitor; orally bioavailable,2,Datasheet_5107,11,H10
5111,GSK 1838705,Enzyme-Linked Receptors,Insulin and insulin-like Receptors,Inhibitor,Potent IR and IGF1R inhibitor; also inhibits anaplastic lymphoma kinase (ALK),1,Datasheet_5111,11,H11
5116,PACMA 31,Enzymes,Protein Disulfide Isomerase,Inhibitor,Irreversible protein disulfide isomerase (PDI) inhibitor,1,Datasheet_5116,12,A03
5132,UNC 0642,Enzymes,G9a/GLP,Inhibitor,Potent and selective G9a and GLP inhibitor,2,Datasheet_5132,12,A05
5133,GKA 50,Enzymes,Hexokinases,Activator,Glucokinase activator,1,Datasheet_5133,12,A06
5140,GSK 2830371,Enzymes,Protein Ser/Thr Phosphatases,Inhibitor,Potent and selective allosteric inhibitor of Wip1 phosphatase,1,Datasheet_5140,12,A07
5148,Wnt-C59,Enzymes,PORCN,Inhibitor,Highly potent PORCN inhibitor,3,Datasheet_5148,12,A08
5153,ML 240,Enzymes,p97 ATPase,Inhibitor,ATP-competitive inhibitor of p97 ATPase,1,Datasheet_5153,12,A10
5163,A 366,Enzymes,G9a/GLP,Inhibitor,Potent and selective G9a/GLP inhibitor,2,Datasheet_5163,12,B02
5164,CVT 10216,Enzymes,Aldehyde Dehydrogenase,Inhibitor,Potent and selective ALDH2 inhibitor,1,Datasheet_5164,12,B03
5166,Perhexiline maleate,Enzymes,Other Transferases,Inhibitor,Carnitine palmitoyltransferase 1 and 2 (CPT1/2) inhibitor,2,Datasheet_5166,12,B04
5189,GSK 2837808A,Enzymes,Lactate Dehydrogenase A,Inhibitor,"Potent, selective LDHA inhibitor",4,Datasheet_5189,12,B08
5190,FRAX 486,Enzymes,P21-activated Kinases,Inhibitor,Potent PAK inhibitor; brain penetrant and orally bioavailable,1,Datasheet_5190,12,B09
5197,Spautin 1,Enzymes,Deubiquitinating Enzymes,Inhibitor,USP10 and USP13 inhibitor; inhibits autophagy,1,Datasheet_5197,12,B10
5198,AZ 20,Enzymes,ATM & ATR Kinase,Inhibitor,Potent and selective ATR kinase inhibitor; antitumor,1,Datasheet_5198,12,B11
5199,AZD 7762 hydrochloride,Enzymes,Checkpoint Kinases,Inhibitor,Potent and selective ATP-competitive inhibitor of Chk1 and Chk2; also enhances CRISPR-Cpf1-mediated genome editing,1,Datasheet_5199,12,C02
5202,Furamidine dihydrochloride,Enzymes,Protein Arginine Methyltransferases,Inhibitor,Selective PRMT1 inhibitor,1,Datasheet_5202,12,C03
5206,JJKK 048,Enzymes,MAGL,Inhibitor,Potent and selective MAGL inhibitor,1,Datasheet_5206,12,C04
5232,AZ 191,Enzymes,DYRK,Inhibitor,Potent DYRK1B inhibitor,1,Datasheet_5232,12,C05
5240,TC-S 7006,Enzymes,Other Kinases,Inhibitor,Potent and selective Tpl2 (Cot; MAP3K8) inhibitor,1,Datasheet_5240,12,C06
5260,KG 5,Enzymes,Raf Kinase,Inhibitor,"PDGFRβ, B-Raf, c-Raf, FLT3 and KIT inhibitor",1,Datasheet_5260,12,C10
5269,T 5601640,Enzymes,LIMK,Inhibitor,Selective LIMK2 inhibitor; antitumor,1,Datasheet_5269,12,D04
5271,UNC 3230,Enzymes,Other Kinases,Inhibitor,Potent and selective PIP5K1C inhibitor; antinociceptive,1,Datasheet_5271,12,D06
5288,R 268712,Enzyme-Linked Receptors,TGF-beta Receptors,Inhibitor,Potent and selective inhibitor of TGF-βRI,1,Datasheet_5288,12,E02
5291,SIS3,Enzyme-Linked Receptors,TGF-beta Receptors,Other,Selective Smad3 inhibitor; inhibits TGF-βR1 signaling,2,Datasheet_5291,12,E03
5300,BI 605906,Enzymes,IkB Kinase,Inhibitor,Selective IKKβ inhibitor,1,Datasheet_5300,12,E07
5303,GSK 2194069,Enzymes,Fatty Acid Synthase,Inhibitor,Potent human fatty acid synthase (hFASN) inhibitor,1,Datasheet_5303,12,E08
5307,MM 102,Enzymes,WDR5,Other,Potent WDR5/MLL interaction inhibitor,3,Datasheet_5307,12,E09
5317,WWL 123,Enzymes,Other Hydrolases,Inhibitor,α/β-hydrolase domain 6 (ABHD6) inhibitor; antiepileptic,1,Datasheet_5317,12,F02
5323,WDR5 0103,Enzymes,WDR5,Other,WDR5 antagonist,1,Datasheet_5323,12,F05
5329,CKI 7 dihydrochloride,Enzymes,Casein Kinase 1,Inhibitor,CK1 inhibitor,1,Datasheet_5329,12,F10
5332,SP 141,Enzymes,Ubiquitin E3 Ligases,Inhibitor,High affinity MDM2 inhibitor,1,Datasheet_5332,12,G02
5344,ML 349,Enzymes,Other Hydrolases,Inhibitor,Selective and reversible lysophospholipase 2 (LYPLA2) inhibitor,1,Datasheet_5344,12,G05
5345,ML 348,Enzymes,Other Hydrolases,Inhibitor,Selective and reversible lysophospholipase 1 (LYPLA1) inhibitor,1,Datasheet_5345,12,G06
5356,SGX 523,Enzyme-Linked Receptors,MET Receptors,Inhibitor,Selective and potent c-MET kinase inhibitor,1,Datasheet_5356,12,G08
5361,GSK LSD 1 dihydrochloride,Enzymes,Histone Demethylases,Inhibitor,Potent and selective LSD1 inhibitor,2,Datasheet_5361,12,G11
5363,NHI 2,Enzymes,Lactate Dehydrogenase A,Inhibitor,LDHA inhibitor,1,Datasheet_5363,12,H03
5373,C34,Enzyme-Linked Receptors,Toll-like Receptors,Inhibitor,TLR4 inhibitor,2,Datasheet_5373,12,H04
5391,SPP 86,Enzyme-Linked Receptors,Other RTKs,Inhibitor,Potent RET inhibitor,1,Datasheet_5391,12,H08
5393,ERK5-IN-1,Enzymes,ERK,Inhibitor,Potent and selective ERK5 inhibitor,1,Datasheet_5393,12,H09
5408,Ispinesib,Enzymes,Kinesin,Inhibitor,High affinity and selective allosteric KSP inhibitor,1,Datasheet_5408,12,H11
5413,WH-4-023,Enzymes,Src Kinases,Inhibitor,Potent and selective Lck and Src inhibitor; also inhibits SIK,1,Datasheet_5413,13,A03
5414,CU-T12-9,Enzyme-Linked Receptors,Toll-like Receptors,Agonist,Potent TLR1/2 agonist,1,Datasheet_5414,13,A04
5424,Deltarasin,Enzymes,Ras GTPases,Other,High affinity PDEδ-KRas interaction inhibitor; binds to PDEδ,1,Datasheet_5424,13,A05
5430,AS 2444697,Enzymes,IRAK,Inhibitor,Potent and selective IRAK4 inhibitor,1,Datasheet_5430,13,A07
5433,Heclin,Enzymes,Ubiquitin E3 Ligases,Inhibitor,HECT E3 ubiquitin ligase inhibitor,1,Datasheet_5433,13,A08
5445,SM 324405,Enzyme-Linked Receptors,Toll-like Receptors,Agonist,Potent TLR7 agonist,1,Datasheet_5445,13,A11
5495,CW 008,Enzymes,Protein Kinase A,Activator,PKA signaling activator; promotes osteogenesis from hMSCs,1,Datasheet_5495,13,B05
5517,AMG PERK 44,Enzymes,PERK,Inhibitor,Potent and selective PERK inhibitor; orally bioavailable,1,Datasheet_5517,13,B08
5550,E 2012,Enzymes,Gamma-Secretase,Modulator,γ-secretase modulator; Notch-sparing,1,Datasheet_5550,13,B11
5553,Sephin 1,Enzymes,Protein Ser/Thr Phosphatases,Inhibitor,Inhibitor of the regulatory subunit PPP1R15A of protein phosphatase 1,1,Datasheet_5553,13,C02
5565,Tiplaxtinin,Enzymes,Plasminogen Activator Inhibitor 1,Inhibitor,Plasminogen activator inhibitor-1 (PAI-1) inhibitor,2,Datasheet_5565,13,C03
5567,EPZ 004777,Enzymes,Other Lysine Methyltransferases,Inhibitor,Highly potent DOT1L inhibitor,1,Datasheet_5567,13,C04
5577,S4,Enzymes,Carbonic anhydrases,Inhibitor,High affinity and selective CA IX and CA XII inhibitor,1,Datasheet_5577,13,C05
5585,Balicatib,Enzymes,Cathepsin,Inhibitor,Potent and selective cathepsin K inhibitor,1,Datasheet_5585,13,C07
5592,LCB 03-0110 dihydrochloride,Enzymes,Src Kinases,Inhibitor,"Potent c-SRC kinase inhibitor; also inhibits DDR2, BTK and Syk",1,Datasheet_5592,13,C11
5615,AZD 3147,Enzymes,mTOR,Inhibitor,Potent and selective dual mTORC1 and 2 inhibitor; orally bioavailable,1,Datasheet_5615,13,D06
5617,AZD 1480,Enzymes,JAK Kinase,Inhibitor,Potent and selective JAK2 inhibitor; antiangiogenic,1,Datasheet_5617,13,D07
5622,HTH 01-015,Enzymes,NUAK,Inhibitor,Potent and selective NUAK1 inhibitor,1,Datasheet_5622,13,D09
5626,SR 7826,Enzymes,LIMK,Inhibitor,Potent and selective LIMK inhibitor; antitumor,1,Datasheet_5626,13,D11
5632,AZ Dyrk1B 33,Enzymes,DYRK,Inhibitor,Potent and selective Dyrk1B kinase inhibitor,1,Datasheet_5632,13,E02
5641,MSC 2032964A,Enzymes,ASK1,Inhibitor,Potent and selective ASK1 inhibitor; orally bioavailable,2,Datasheet_5641,13,E03
5642,CMPD101,Enzymes,Heterotrimeric G-protein GTPases,Inhibitor,Potent and selective GRK2/3 inhibitor,1,Datasheet_5642,13,E04
5651,ONO 6818,Enzymes,Elastase,Inhibitor,High affinity and selective human neutrophil elastase 1 (HNE1) inhibitor; orally active,1,Datasheet_5651,13,E05
5654,BMS 265246,Enzymes,Cyclin-dependent Kinase,Inhibitor,Cdk inhibitor; potently inhibits cdk1 and cdk2,1,Datasheet_5654,13,E07
5672,GSK 319347A,Enzymes,IkB Kinase,Inhibitor,Potent and selective IKKε inhibitor,1,Datasheet_5672,13,F02
5675,AZ PFKFB3 26,Enzymes,PFKFB3,Inhibitor,Potent and selective PFKFB3 inhibitor,1,Datasheet_5675,13,F03
5679,N-Acetylpuromycin,Enzyme-Linked Receptors,TGF-beta Receptors,Other,Downregulates SnoN and Ski protein expression; promotes TGF-β signaling,2,Datasheet_5679,13,F05
5681,N106,Enzymes,Other Ligases,Activator,"Activator of SUMO-activating enzyme, E1 ligase",1,Datasheet_5681,13,F06
5682,OSU 03012,Enzymes,Phosphoinositide-dependent Kinase 1,Inhibitor,PDPK1 (PDK1) inhibitor; inhibits Akt signaling,1,Datasheet_5682,13,F07
5705,M62812,Enzyme-Linked Receptors,Toll-like Receptors,Inhibitor,TLR-4 inhibitor,1,Datasheet_5705,13,G02
5713,MS 023 dihydrochloride,Enzymes,Protein Arginine Methyltransferases,Inhibitor,Potent and selective type I PRMT inhibitor,1,Datasheet_5713,13,G04
5742,AZ PFKFB3 67,Enzymes,PFKFB3,Inhibitor,Potent and selective PFKFB3 inhibitor,1,Datasheet_5742,13,G10
5752,PF 06260933 dihydrochloride,Enzymes,Other MAPK,Inhibitor,MAP4K4 (HGK) inhibitor; also inhibits MINK and TNIK,1,Datasheet_5752,13,H02
5754,PF 543 hydrochloride,Enzymes,Sphingosine Kinase,Inhibitor,Potent and selective SphK1 inhibitor,1,Datasheet_5754,13,H03
5756,MLi-2,Enzymes,LRRK2,Inhibitor,Potent and selective LRRK2 inhibitor,1,Datasheet_5756,13,H04
5759,SW 033291,Enzymes,Other Dehydrogenases,Inhibitor,High affinity 15-PGDH inhibitor; promotes hematopoiesis and hepatocyte proliferation,1,Datasheet_5759,13,H06
5769,TM 5275 sodium salt,Enzymes,Plasminogen Activator Inhibitor 1,Inhibitor,Plasminogen activator inhibitor-1 (PAI-1) inhibitor; orally bioavailable,1,Datasheet_5769,13,H07
5772,Sacubitril calcium,Enzymes,Other Proteases,Inhibitor,Membrane metallo-endopeptidase (neprilysin) inhibitor prodrug; orally bioavailable,1,Datasheet_5772,13,H08
5775,AZ 6102,Enzymes,Tankyrase,Inhibitor,Potent TNKS1/2 inhibitor,1,Datasheet_5775,13,H09
5777,GSK 591 dihydrochloride,Enzymes,Protein Arginine Methyltransferases,Inhibitor,Potent and selective PRMT5 inhibitor,1,Datasheet_5777,13,H10
5791,Bz 423,Enzymes,Other Synthases/Synthetases,Inhibitor,ATP synthase inhibitor; proapoptotic,1,Datasheet_5791,14,A02
5802,A37,Enzymes,Aldehyde Dehydrogenase,Inhibitor,ALDH1A1 inhibitor,1,Datasheet_5802,14,A03
5832,TGX 221,Enzymes,PI 3-Kinase,Inhibitor,Potent and selective PI 3-kinase β inhibitor,1,Datasheet_5832,14,A08
5843,AX 15836,Enzymes,ERK,Inhibitor,Potent and selective ERK5 inhibitor,1,Datasheet_5843,14,A10
5844,JZP 430,Enzymes,Other Hydrolases,Inhibitor,Potent and irreversible α/β-hydrolase domain 6 (ABHD6) inhibitor,1,Datasheet_5844,14,A11
5866,PH 797804,Enzymes,p38,Inhibitor,Potent and selective p38α/β inhibitor,1,Datasheet_5866,14,B04
5869,CDN 1163,Enzymes,Ca2+-ATPase,Activator,SERCA2 allosteric activator,2,Datasheet_5869,14,B06
5871,pCPA methyl ester hydrochloride,Enzymes,Hydroxylases,Inhibitor,Tryptophan hydroxylase inhibitor,1,Datasheet_5871,14,B07
5906,Imatinib mesylate,Enzymes,Abl Kinase,Inhibitor,Potent and selective v-Abl tyrosine kinase inhibitor; also inhibits PDGFR and c-kit,2,Datasheet_5906,14,B11
5915,PF 04449613,Enzymes,Phosphodiesterases,Inhibitor,Potent PDE9 inhibitor; brain penetrant,2,Datasheet_5915,14,C04
5922,CRT 0066854 hydrochloride,Enzymes,Protein Kinase C,Inhibitor,PKCι and PKCζ inhibitor,1,Datasheet_5922,14,C06
5934,NCT 501 hydrochloride,Enzymes,Aldehyde Dehydrogenase,Inhibitor,Potent and selective ALDH1A1 inhibitor,1,Datasheet_5934,14,C08
5952,PDD 00017273,Enzymes,Other Hydrolases,Inhibitor,Potent and selective poly (ADP ribose) glycohydrolase (PARG) inhibitor; cell permeable,2,Datasheet_5952,14,D02
5960,TMI 1,Enzymes,ADAMs,Inhibitor,Adam 17 (TACE) and MMP inhibitor; orally bioavailable,1,Datasheet_5960,14,D03
5986,NAV 2729,Enzymes,Arf,Inhibitor,Selective ARF6 inhibitor,2,Datasheet_5986,14,D07
5989,BIRB 796,Enzymes,p38,Inhibitor,High affinity and selective p38 kinase inhibitor,1,Datasheet_5989,14,D08
6005,PF 3758309 dihydrochloride,Enzymes,P21-activated Kinases,Inhibitor,Potent PAK4 inhibitor; orally available,2,Datasheet_6005,14,E02
6007,INCB 024360-analog,Enzymes,"Indoleamine 2,3 dioxygenase",Inhibitor,"Potent indoleamine 2,3-dioxygenase (IDO) inhibitor",1,Datasheet_6007,14,E03
6008,TP 064,Enzymes,Protein Arginine Methyltransferases,Inhibitor,Potent and selective PRMT 4 inhibitor,1,Datasheet_6008,14,E04
6009,B I09,Enzymes,IRE1,Inhibitor,IRE1 endonuclease inhibitor; cell permeable,1,Datasheet_6009,14,E05
6024,PF 04671536 hydrochloride,Enzymes,Phosphodiesterases,Inhibitor,Potent and selective PDE8B/8A inhibitor,1,Datasheet_6024,14,E06
6025,(S)-Crizotinib,Enzymes,MutT homolog-1 (MTH1),Inhibitor,MTH1 inhibitor,1,Datasheet_6025,14,E07
6029,FRAX 597,Enzymes,P21-activated Kinases,Inhibitor,Potent group I PAK inhibitor,1,Datasheet_6029,14,E08
6037,LM22B 10,Enzyme-Linked Receptors,Trk Receptors,Agonist,TrkB and TrkC agonist; brain penetrant,2,Datasheet_6037,14,E09
6047,BOP,Enzyme-Linked Receptors,Integrins,Inhibitor,Dual α9β1/α4β1 integrin inhibitor; preferentially mobilizes HSCs,1,Datasheet_6047,14,E10
6053,LDN 193189 dihydrochloride,Enzyme-Linked Receptors,BMP and Other Activin Receptors,Inhibitor,Potent and selective ALK2 and ALK3 inhibitor; promotes neural induction of hPSCs,4,Datasheet_6053,14,E11
6071,CZC 25146,Enzymes,LRRK2,Inhibitor,Potent LRRK2 inhibitor,1,Datasheet_6071,14,F03
