catalog_id,smiles,product_name,pubchem_id,chemical_name,molecular_formula,cas_numeber,molecular_weight_batch,target_class,primary_target,primary_action,brief_description,batch,rdkit_smiles,chemical_cluster_0.75,medoid_0.75
5653,COC1=CC=C(N2C(SCC3=NC(C4=CC=C(C)C=C4)=NO3)=NN=C2C5=CC=NC=C5)C=C1,JW 74,16013152,"4-[4-(4-Methoxyphenyl)-5-[[[3-(4-methylphenyl)-1,2,4-oxadiazol-5-yl]methyl]thio]-4H-1,2,4-triazol-3-yl]-pyridine",C24H20N6O2S,[863405-60-1],456.52,Cell biology,Other Wnt Signaling,Inhibitor,Wnt pathway inhibitor,1,COc1ccc(-n2c(SCc3nc(-c4ccc(C)cc4)no3)nnc2-c2ccncc2)cc1,711,1
5654,CCCCOC1=C2C=NNC2=NC=C1C(C3=C(C=C(C=C3F)C)F)=O,BMS 265246,5329775,"(4-Butoxy-1H-pyrazolo[3,4-b]pyridin-5-yl) (2,6-difluoro-4-methylphenyl)methanone",C18H17F2N3O2,[582315-72-8],345.34,Enzymes,Cyclin-dependent Kinase,Inhibitor,Cdk inhibitor; potently inhibits cdk1 and cdk2,1,CCCCOc1c(C(=O)c2c(F)cc(C)cc2F)cnc2[nH]ncc12,501,1
5655,C12=CC=CC=C1C3=C(C(NC4=CC(OCCO5)=C5C=C4)=NN3)C2,GN 44028,71625259,"N-(2,3-Dihydro-1,4-benzodioxin-6-yl)-1,4-dihydroindeno[1,2-c]pyrazol-3-amine",C18N15N3O2,[1421448-26-1],305.33,Cell biology,Hypoxia Inducible Factors,Inhibitor,Potent HIF-1? inhibitor,1,c1ccc2c(c1)Cc1c(Nc3ccc4c(c3)OCCO4)n[nH]c1-2,755,1
5661,NCCCOC1=CC2=CC=CC=C2C=C1C(NCCOC3=C(C(NC4=CC=C(Cl)C=C4O)=O)C=C(C=CC=C5)C5=C3)=O.Cl,666-15,71566396,3-(3-Aminopropoxy)-N-[2-[[3-[[(4-chloro-2-hydroxyphenyl)amino]carbonyl]-2-naphthalenyl]oxy]ethyl]-2-naphthalenecarboxamide hydrochloride,C33H30ClN3O5.HCl,[1433286-70-4],620.52,Cell biology,Other Transcription Factors,Inhibitor,Potent and selective CREB inhibitor,2,NCCCOc1cc2ccccc2cc1C(=O)NCCOc1cc2ccccc2cc1C(=O)Nc1ccc(Cl)cc1O,594,1
5666,O=C(CNC(C1=CC=CC(Cl)=C1)=O)N[C@@H](C)C2=CC=CC=C2,JNJ 63533054,2548547,3-Chloro-N-[2-oxo-2-[[(1S)-1-phenylethyl]amino]ethyl]benzamide,C17H17ClN2O2,[1802326-66-4],316.78,7-TM Receptors,Orphan 7-TM Receptors,Agonist,Potent and selective GPR139 agonist,1,C[C@H](NC(=O)CNC(=O)c1cccc(Cl)c1)c1ccccc1,602,0
5671,ClC1=C(S(=O)(N)=O)C(O)=C(NC(NC2=C(Cl)C(Cl)=CC=C2)=O)C=C1,SB 332235,9887803,"6-Chloro-3-[[[(2,3-dichlorophenyl)amino]carbonyl]amino]-2-hydroxybenzenesulfonamide",C13H10Cl3N3O4S,[276702-15-9],410.66,7-TM Receptors,Chemokine CXC Receptors,Antagonist,Potent CXCR2 antagonist,1,NS(=O)(=O)c1c(Cl)ccc(NC(=O)Nc2cccc(Cl)c2Cl)c1O,549,1
5672,CS(C1=CC=CC=C1COC2=C(C#N)SC(N3C4=CC(OC)=C(OC)C=C4N=C3)=C2)(=O)=O,GSK 319347A,11626927,"5-(5,6-Dimethoxy-1H-benzimidazol-1-yl)-3-[[2-(methylsulfonyl)phenyl]methoxy]-2-thiophenecarbonitrile",C22H19N3O5S2,[862812-98-4],474.03,Enzymes,IkB Kinase,Inhibitor,Potent and selective IKK? inhibitor,1,COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC,538,0
5675,N#CC1=CN(CC(C)C)C2=C1C=C(OC3=CC=C(NC([C@H]4NCCC4)=O)C=C3)C=C2,AZ PFKFB3 26,118735769,(2S)-N-[4-[[3-Cyano-1-(2-methylpropyl)-1H-indol-5-yl]oxy]phenyl]-2-pyrrolidinecarboxamide,C24H26N4O2,[1704740-52-2],402.49,Enzymes,PFKFB3,Inhibitor,Potent and selective PFKFB3 inhibitor,1,CC(C)Cn1cc(C#N)c2cc(Oc3ccc(NC(=O)[C@@H]4CCCN4)cc3)ccc21,448,1
5678,O=C(NC2=CC=C(S(N3CCN(C(C)C)CC3)(=O)=O)C=C2)C1=CC=C(C(F)(F)F)C=C1[N+]([O-])=O.Cl,RN 9893 hydrochloride,121513879,N-[4-[[4-(1-Methylethyl)-1-piperazinyl]sulfonyl]phenyl]-2-nitro-4-(trifluoromethyl)benzamide hydrochloride,C21H23F3N4O5S.HCl,[1803003-68-0],536.95,Ion Channels,TRPV,Antagonist,Potent and selective TRPV4 antagonist,1,CC(C)N1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc(C(F)(F)F)cc3[N+](=O)[O-])cc2)CC1,91,1
5679,O[C@@H]1[C@H](NC([C@@H](NC(C)=O)CC4=CC=C(OC)C=C4)=O)[C@@H](CO)O[C@H]1N3C2=NC=NC(N(C)C)=C2N=C3,N-Acetylpuromycin,46173769,"3'-[[(2S)-2-(Acetylamino)-3-(4-methoxyphenyl)-1-oxopropyl]amino]-3'-deoxy-N,N-dimethyladenosine",C24H31N7O6,[22852-13-7],518.05,Enzyme-Linked Receptors,TGF-beta Receptors,Other,Downregulates SnoN and Ski protein expression; promotes TGF-? signaling,2,COc1ccc(C[C@H](NC(C)=O)C(=O)N[C@@H]2[C@@H](CO)O[C@@H](n3cnc4c(N(C)C)ncnc43)[C@@H]2O)cc1,843,0
5681,COC1=C(N=C(NC2=NN=C(C3=CC=C(OC)C=C3)O2)S4)C4=CC=C1,N106,3236395,"4-Methoxy-N-[5-(4-methoxyphenyl)-1,3,4-oxadiazol-2-yl-2-benzothiazolamine",C17H14N4O3S,[862974-25-2],354.38,Enzymes,Other Ligases,Activator,"Activator of SUMO-activating enzyme, E1 ligase",1,COc1ccc(-c2nnc(Nc3nc4c(OC)cccc4s3)o2)cc1,463,1
5682,O=C(CN)NC(C=C1)=CC=C1N2C(C(C=C3)=CC4=C3C5=CC=CC=C5C=C4)=CC(C(F)(F)F)=N2,OSU 03012,10027278,2-Amino-N-[4-[5-(2-phenanthrenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl]acetamide,C26H19F3N4O,[742112-33-0],460.45,Enzymes,Phosphoinositide-dependent Kinase 1,Inhibitor,PDPK1 (PDK1) inhibitor; inhibits Akt signaling,1,NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,682,0
5692,O=C1NC2=CC=C(Cl)C=C2C(C3=C(C(C)C)C=CC=C3)SC1,ITH 12575,124201848,"7-Chloro-1,5-dihydro-5-[2-(1-methylethyl)phenyl]-4,1-benzothiazepin-2(3H)-one",C18H18ClNOS,[1802013-08-6],336.36,Transporters,Na+/Ca2+ Exchanger,Inhibitor,Mitochondrial Na+/Ca2+ exchange (mNCX) inhibitor,1,CC(C)c1ccccc1C1SCC(=O)Nc2ccc(Cl)cc21,767,0
5693,O=C(C1=CC=C(F)C=C1)N(C2)CCC3=C2OC(COC4=CC=CC=C4)=N3,VU 0409551,56846694,"[6,7-Dihydro-2-(phenoxymethyl)oxazolo[5,4-c]pyridin-5(4H)-yl](fluorophenyl)methanone",C20H17FN2O3,[1363281-27-9],352.36,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Modulator,Selective positive allosteric modulator of mGlu5 receptors; brain penetrant and orally bioavailable,1,O=C(c1ccc(F)cc1)N1CCc2nc(COc3ccccc3)oc2C1,278,0
5694,CC1=CC(C)=CC(C)=C1S(N(CC2=CC=C(C(F)(F)F)O2)CC(C=C3)=CC=C3C4=CC(S(C)(=O)=O)=CC=C4)(=O)=O,GSK 2033,46203250,"2,4,6-Trimethyl-N-[[3'-(methylsulfonyl)[1,1'-biphenyl]-4-yl]methyl]-N-[[5-(trifluoromethyl)-2-furanyl]methyl]benzenesulfonamide",C29H28F3NO5S,[1221277-90-2],591.66,Nuclear Receptors,LXR-like Receptors,Antagonist,Potent LXR antagonist,1,Cc1cc(C)c(S(=O)(=O)N(Cc2ccc(-c3cccc(S(C)(=O)=O)c3)cc2)Cc2ccc(C(F)(F)F)o2)c(C)c1,76,1
5699,CN1C(C2=CC=C(COCCOC)C=C2)=CC3=C(C(C4=CC=CC=C4)=NO3)C1=O,IP7e,9908426,"6-[4-[(2-Methoxyethoxy)methyl]phenyl]-5-methyl-3-phenyl-isoxazolo[4,5-c]pyridin-4(5H)-one",C23H22N2O4,[500164-74-9],390.43,Nuclear Receptors,Nerve Growth Factor IB-like Receptors,Activator,Potent Nurr1 activator,1,COCCOCc1ccc(-c2cc3onc(-c4ccccc4)c3c(=O)n2C)cc1,245,1
5705,NC1=CC=CC=C1OC2=CC=C3C(SN=C3N)=C2.Cl.Cl,M62812,44224214,"6-(2-Aminophenoxy)-1,2-benzisothiazol-3-amine dihydrochloride",C13H11N3OS.2HCl,[613263-00-6],330.23,Enzyme-Linked Receptors,Toll-like Receptors,Inhibitor,TLR-4 inhibitor,1,Nc1ccccc1Oc1ccc2c(N)nsc2c1,811,1
5707,CC1=C(C)C=C(C)C(C)=C1S(=O)(NC2=C(C=CC=C3)C3=C(N4C[C@@H](C(O)=O)CC4)C=C2)=O,RA 839,91971266,"(3S)-1-[4-[[(2,3,5,6-Tetramethylphenyl)sulfonyl]amino]-1-naphthalenyl]-3-pyrrolidinecarboxylic acid",C25H28N2O4S,[1832713-02-6],452.57,Cell biology,Nrf2,Activator,Nrf2 activator; inhibits Nrf2/Keap1 interaction,1,Cc1cc(C)c(C)c(S(=O)(=O)Nc2ccc(N3CC[C@H](C(=O)O)C3)c3ccccc23)c1C,188,1
5713,CC(C)OC1=CC=C(C2=CNC=C2CN(CCN)C)C=C1.Cl.Cl,MS 023 dihydrochloride,121513886,"N1-Methyl-N1-[[4-[4-(1-methylethoxy)phenyl]-1H-pyrrol-3-yl]methyl]-1,2-ethanediamine dihydrochloride",C17H25N3O.2HCl,[1992047-64-9],369.33,Enzymes,Protein Arginine Methyltransferases,Inhibitor,Potent and selective type I PRMT inhibitor,1,CC(C)Oc1ccc(-c2c[nH]cc2CN(C)CCN)cc1,744,1
5715,CC(C=C1C)=CC=C1C(CC2=C3N=C(CC)O2)CC3=O,(+/-)-ADX 71743,53391766,"6-(2,4-Dimethylphenyl)-2-ethyl-6,7-dihydro-4(5H)-benzoxazolone",C17H19NO2,0,269.34,7-TM Receptors,Glutamate (Metabotropic) Group III Receptors,Modulator,Negative allosteric modulator of mGlu7 receptors; brain penetrant,2,CCc1nc2c(o1)CC(c1ccc(C)cc1C)CC2=O,80,1
5722,NC1=NC(NCC2=CC=CC=C2)=NC(C3=CC=CC=C3CO)=N1,Ogerin,56707820,"2-[4-Amino-6-[(phenylmethyl)amino]-1,3,5-triazin-2-yl]benzenemethanol",C17H17N5O,[1309198-71-7],307.35,7-TM Receptors,Orphan 7-TM Receptors,Modulator,Selective positive allosteric modulator at GPR68,2,Nc1nc(NCc2ccccc2)nc(-c2ccccc2CO)n1,170,0
5729,O=C(NC(C)C)CN1C(C2=CC(OCCCN3CCOCC3)=CN=C2N=C1C4=CC=C(F)C(Cl)=C4)=O.Cl,TASP 0390325,86765292,"2-(3-Chloro-4-fluorophenyl)-N-(1-methylethyl)-6-[3-(4-morpholinyl)propoxy]-4-oxo-pyrido[2,3-d]pyrimidine-3(4H)-acetamide hydrochloride",C25H29ClFN5O4.HCl,[1642187-96-9],585.96,7-TM Receptors,Vasopressin Receptors,Antagonist,Potent and selective V1B receptor antagonist; orally bioavailable,1,CC(C)NC(=O)Cn1c(-c2ccc(F)c(Cl)c2)nc2ncc(OCCCN3CCOCC3)cc2c1=O,317,1
5730,O=C(O)[C@@H]1[C@@H](C2=CC=C(OC)C=C2)N(CC(N(CCCC)CCCC)=O)C[C@H]1C3=CC4=C(OCO4)C=C3,A 127722,159594,"rel-(2R,3R,4S)-4-(1,3-Benzodioxol-5-yl)-1-[2-(dibutylamino)-2-oxoethyl]-2-(4-methoxyphenyl)-3-pyrrolidinecarboxylic acid",C29H38N2O6,[195704-72-4],510.62,7-TM Receptors,Endothelin ETA Receptors,Antagonist,"Highly potent, selective ETA antagonist; orally bioavailable",1,CCCCN(CCCC)C(=O)CN1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1,751,1
5737,FC1=C(C=CC=C1)NC2=NC3=NON=C3N=C2NC4=C(C=CC=C4)F,BAM 15,565708,"N5,N6-bis(2-Fluorophenyl)-[1,2,5]oxadiazolo[3,4-b]pyrazine-5,6-diamine",C16H10F2N6O,[210302-17-3],344.79,Cell biology,Oxidative Phosphorylation,Other,Mitochondrial protonophore uncoupler,2,Fc1ccccc1Nc1nc2nonc2nc1Nc1ccccc1F,760,0
5742,N#CC1=CN(CC2=C(C)ON=C2C)C3=C1C=C(OC4=CC=C(NC([C@H]5NCCC5)=O)C=C4)C=C3,AZ PFKFB3 67,91668554,"(2S)-N-[4-[[3-Cyano-1-[(3,5-dimethyl-4-isoxazolyl)methyl]-1H-indol-5-yl]oxy]phenyl]-2-pyrrolidinecarboxamide",C26H25N5O3,[1704741-11-6],460.01,Enzymes,PFKFB3,Inhibitor,Potent and selective PFKFB3 inhibitor,1,Cc1noc(C)c1Cn1cc(C#N)c2cc(Oc3ccc(NC(=O)[C@@H]4CCCN4)cc3)ccc21,448,0
5744,CC(C1)(C)NC(C)(C)CC1N2C=CC3=C2C=CC(C4=NC(S(=O)(CCC)=O)=NC(NC5CC5)=C4)=C3,NVS-CECR2-1,117072550,"N-Cyclopropyl-2-(propylsulfonyl)-6-(1-(2,2,6,6-tetramethylpiperidin-4-yl)-1H-indol-5-yl)pyrimidin-4-amine",C27H37N5O2S,[1992047-61-6],513.7,Cell biology,Bromodomains,Inhibitor,"Potent and selective inhibitor of cat eye syndrome chromosome region, candidate 2 (CECR2)",1,CCCS(=O)(=O)c1nc(NC2CC2)cc(-c2ccc3c(ccn3C3CC(C)(C)NC(C)(C)C3)c2)n1,652,1
5752,NC1=NC=C(C3=CN=C(N)C=C3)C=C1C2=CC=C(Cl)C=C2.Cl.Cl,PF 06260933 dihydrochloride,118701007,"5-(4-Chlorophenyl)-[3,3'-bipyridine]-6,6'-diamine dihydrochloride",C16H13ClN4.2HCl,,369.68,Enzymes,Other MAPK,Inhibitor,MAP4K4 (HGK) inhibitor; also inhibits MINK and TNIK,1,Nc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cn1,814,0
5754,CC1=CC(OCC2=CC=C(CN3CCC[C@@H]3CO)C=C2)=CC(CS(C4=CC=CC=C4)(=O)=O)=C1.Cl,PF 543 hydrochloride,121230770,(2R)-1-[[(4-[[3-Methyl-5-[(phenylsulfonyl)methyl]phenoxy]methyl]phenyl]methyl]-2-pyrrolidinemethanol hydrochloride,C27H31NO4S.HCl,[1706522-79-3],502.07,Enzymes,Sphingosine Kinase,Inhibitor,Potent and selective SphK1 inhibitor,1,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,200,1
5756,CC1(CC1)OC2=CC=C3C(C(C4=NC=NC(N5C[C@@H](C)O[C@@H](C)C5)=C4)=NN3)=C2,MLi-2,78319901,"rel-3-[6-[(2R,6S)-2,6-Dimethyl-4-morpholinyl]-4-pyrimidyl]-5-[(1-methylcyclopropyl)oxy]-1H-indazole",C21H25N5O2,[1627091-47-7],383.96,Enzymes,LRRK2,Inhibitor,Potent and selective LRRK2 inhibitor,1,C[C@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@@H](C)O1,653,1
5757,O=C(C1=CC(OC)=C(OC)C=C1NC(C2=CN=C(C=CC=C3)C3=C2)=O)NC(C=C4)=CC=C4CCN5CC6=CC(OC)=C(OC)C=C6CC5.Cl.Cl,Tariquidar dihydrochloride,121513890,"N-[2-[[[4-[2-(3,4-dihydro-6,7-dimethoxy-2(1H)-isoquinolinyl)ethyl]phenyl]amino]carbonyl]-4,5-dimethoxyphenyl]-3-quinolinecarbxamide dihydrochloride",C38H38N4O6.2HCl,[1992047-62-7],755.69,Transporters,Multidrug Transporters,Inhibitor,Potent P-glycoprotein (P-gp) inhibitor,1,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,373,1
5759,NC1=C(S(CCCC)=O)SC2=NC(C3=CC=CS3)=CC(C4=CC=CC=C4)=C21,SW 033291,3337839,"2-(Butylsulfinyl)-4-phenyl-6-(2-thienyl)-thieno[2,3-b]pyridin-3-amine",C21H20N2OS3,[459147-39-8],412.59,Enzymes,Other Dehydrogenases,Inhibitor,High affinity 15-PGDH inhibitor; promotes hematopoiesis and hepatocyte proliferation,1,CCCCS(=O)c1sc2nc(-c3cccs3)cc(-c3ccccc3)c2c1N,152,1
5769,[Na+].O=C(COCC(NC4=C(C([O-])=O)C=C(Cl)C=C4)=O)N1CCN(C(C3=CC=CC=C3)C2=CC=CC=C2)CC1,TM 5275 sodium salt,53240409,5-Chloro-2-[[2-[2-[4-(Diphenylmethyl)-1-piperazinyl]-2-oxoethoxy]acetyl]amino]benzoic acid sodium salt,C28H27ClN3NaO5,[1103926-82-4],543.97,Enzymes,Plasminogen Activator Inhibitor 1,Inhibitor,Plasminogen activator inhibitor-1 (PAI-1) inhibitor; orally bioavailable,1,O=C(COCC(=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1)Nc1ccc(Cl)cc1C(=O)[O-],596,0
5772,[Ca++].C[C@@H](C(OCC)=O)C[C@H](NC(CCC([O-])=O)=O)CC1=CC=C(C2=CC=CC=C2)C=C1.C[C@@H](C(OCC)=O)C[C@H](NC(CCC([O-])=O)=O)CC1=CC=C(C2=CC=CC=C2)C=C1,Sacubitril calcium,91827885,"Ethyl (?R,?S)-?-[(3-carboxy-1-oxopropyl)amino]-?-methyl-[1,1'-biphenyl]-4-pentanoate hemicalcium salt",C24H28NO5.�Ca,[1369773-39-6],435.02,Enzymes,Other Proteases,Inhibitor,Membrane metallo-endopeptidase (neprilysin) inhibitor prodrug; orally bioavailable,1,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)[O-],197,1
5775,CC1=CC(N2C[C@H](C)N[C@H](C)C2)=NC=C1C3=CC=C(C(N4)=NC5=C(C=CN5C)C4=O)C=C3,AZ 6102,91663328,"rel-2-[4-[6-[(3R,5S)-3,5-Dimethyl-1-piperazinyl]-4-methyl-3-pyridinyl]phenyl]-3,7-dihydro-7-methyl-4H-pyrrolo[2,3-d]pyrimidin-4-one",C25H28N6O,[1645286-75-4],428.53,Enzymes,Tankyrase,Inhibitor,Potent TNKS1/2 inhibitor,1,Cc1cc(N2C[C@H](C)N[C@H](C)C2)ncc1-c1ccc(-c2nc3c(ccn3C)c(=O)[nH]2)cc1,673,1
5777,O[C@@H](CNC(C1=CC=NC(NC2CCC2)=C1)=O)CN3CC4=CC=CC=C4CC3.Cl.Cl,GSK 591 dihydrochloride,124201849,"2-(Cyclobutylamino)-N-[(2S)-3-(3,4-dihydro-2(1H)-isoquinolinyl)-2-hydropropyl]-4-pyridinecarboxamide dihydrochloride",C22H28N4O2.2HCl,[1616391-87-7],471.43,Enzymes,Protein Arginine Methyltransferases,Inhibitor,Potent and selective PRMT5 inhibitor,1,O=C(NC[C@H](O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1,146,1
5781,O=C(NCC1=CC=C(C(F)(F)F)C=C1)NC2=CC=CC3=CN=CC=C32,A 425619,8068410,N-5-Isoquinolinyl-N'-[[(4-(trifluoromethyl)phenyl]methyl]urea,C18H14F3N3O,[581809-67-8],345.32,Ion Channels,TRPV,Antagonist,Potent TRPV1 antagonist,1,O=C(NCc1ccc(C(F)(F)F)cc1)Nc1cccc2cnccc12,465,0
5791,CN1C2=CC=C(C=C2C(C3=CC=C(C=C3)O)=NC(C1=O)CC4=CC5=CC=CC=C5C=C4)Cl,Bz 423,5497206,"7-Chloro-1,3-dihydro-5-(4-hydroxyphenyl)-1-methyl-3-(2-naphthalenylmethyl)-2H-1,4-benzodiazepin-2-one",C27H21ClN2O2,[216691-95-1],449.93,Enzymes,Other Synthases/Synthetases,Inhibitor,ATP synthase inhibitor; proapoptotic,1,CN1C(=O)C(Cc2ccc3ccccc3c2)N=C(c2ccc(O)cc2)c2cc(Cl)ccc21,579,1
5802,O=C1N(CCCN2CCCC2)C(SCC(OCC)=O)=NC3=C1SC4=C3C=CC=C4,A37,5049161,"Ethyl 2-[[3,4-dihydro-4-oxo-3-[3-(1-pyrrolidinyl)propyl][1]benzothieno[3,2-d]pyrimidin-2-yl]thio]acetate",C21H25N3O3S2,[896795-60-1],431.57,Enzymes,Aldehyde Dehydrogenase,Inhibitor,ALDH1A1 inhibitor,1,CCOC(=O)CSc1nc2c(sc3ccccc32)c(=O)n1CCCN1CCCC1,781,1
5813,CC([C@@H](C(O)=O)OC([C@@H](NC([C@H](C(C)C)OC([C@@H](NC(OC(C)(C)C)=O)C)=O)=O)C)=O)C,NSC 668036,71312060,"N-[(1,1-dimethylethoxy)carbonyl]-L-alanyl-(2S)-2-hydroxy-3-methylbutanoyl-L-alanine-(1S)-1-carboxy-2-methylpropyl ester",C21H36N2O9,[144678-63-7],460.52,Cell biology,Other Wnt Signaling,Inhibitor,Wnt signaling inhibitor; binds the PDZ domain of the Dishevelled (Dvl) protein,1,CC(C)[C@H](OC(=O)[C@H](C)NC(=O)[C@@H](OC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(C)C)C(=O)O,29,1
5815,CS(N[C@@H](C)C1=CC=C(S(C2=C(S(=O)(C3=CC=C(OC)C=C3)=O)C=C(OC)C=C2)(=O)=O)C=C1)(=O)=O,SCH 336,10324989,N-[(1S)-1-[4-[[4-Methoxy-2-[(4-methoxyphenyl)sulfonyl]phenyl]sulfonyl]phenyl]ethyl]methanesulfonamide,C23H25NO8S3,[447459-51-0],539.64,7-TM Receptors,CB2 Receptors,Inverse Agonist,Highly potent and selective CB2 inverse agonist,1,COc1ccc(S(=O)(=O)c2cc(OC)ccc2S(=O)(=O)c2ccc([C@H](C)NS(C)(=O)=O)cc2)cc1,100,0
5826,FC1=CC=C(C2=CC=C(C=C2)CN3CC(N(C3=O)C4CC4)=O)N=C1CN5CCS(=O)(CC5)=O.Cl,LEI 101 hydrochloride,127021038,"3-Cyclopropyl-1-[[4-[6-[(1,1-dioxido-4-thiomorpholinyl)methyl]-5-fluoro-2-pyridinyl]phenyl]methyl]-2,4-imidazolidinedione hydrochloride",C23H25FN4O4S.HCl,0,508.99,7-TM Receptors,CB2 Receptors,Agonist,Potent and selective CB2 partial agonist; orally biovailable,1,O=C1CN(Cc2ccc(-c3ccc(F)c(CN4CCS(=O)(=O)CC4)n3)cc2)C(=O)N1C1CC1,65,1
5828,CC1=CC(C)=NC(O[C@H](C(O)=O)C(C2=CC=CC=C2)(OC)C3=CC=CC=C3)=N1,Ambrisentan,6918493,"(?S)-?-[(4,6-Dimethyl-2-pyrimidinyl)oxy]-?-methoxy-?-phenylbenzenepropanoic acid",C22H22N2O4,[177036-94-1],378.42,7-TM Receptors,Endothelin ETA Receptors,Antagonist,Selective ETA antagonist,1,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,235,1
5832,CC(C1=CC(C)=CN2C(C=C(N3CCOCC3)N=C12)=O)NC4=CC=CC=C4,TGX 221,9907093,"7-Methyl-2-(4-morpholinyl)-9-[1-(phenylamino)ethyl]-4H-pyrido[1,2-a]pyrimidin-4-one",C21H24N4O2,[663619-89-4],364.44,Enzymes,PI 3-Kinase,Inhibitor,Potent and selective PI 3-kinase ? inhibitor,1,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,311,0
5833,CC(C1=CC(C)=C(C=C1)Cl)NC2=CC=C(C(C3=CC(C)=C(C(C)=C3)C(NC4(C(O)=O)CC4)=O)=C2)F,Ex 26,59393740,"1-[[[5'-[[1-(4-Chloro-3-methylphenyl)ethyl]amino]-2'-fluoro-3,5-dimethyl[1,1'-biphenyl]-4-yl]carbonyl]amino]-cyclopropanecarboxylic acid",C28H28ClFN2O3,[1233332-37-0],494.98,7-TM Receptors,Sphingosine-1-phosphate Receptors,Antagonist,Potent and selective S1P1 receptor antagonist,1,Cc1cc(C(C)Nc2ccc(F)c(-c3cc(C)c(C(=O)NC4(C(=O)O)CC4)c(C)c3)c2)ccc1Cl,561,1
5843,CCOC1=C(NC2=NC=C3N(C)C(=O)C4=C(C=CC=C4)N(C3=N2)S(C)(=O)=O)C=CC(=C1)C(=O)N1CCC(CC1)N1CCN(C)CC1,AX 15836,122705989,"5,11-Dihydro-2-[[2-ethoxy-4-[[4-(4-methyl-1-piperazinyl)-1-piperidinyl]carbonyl]phenyl]amino]-5-methyl,11-(methylsulfonyl)-6H-pyrimido[4,5-b][1,4]benzodiazepin-6-one",C32H40N8O5S,[2035509-96-5],684.81,Enzymes,ERK,Inhibitor,Potent and selective ERK5 inhibitor,1,CCOc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(S(C)(=O)=O)c1ccccc1C(=O)N2C,398,0
5844,O=C(N(C)C1CCCCCCC1)OC2=NSN=C2N3CCOCC3,JZP 430,121513897,"4-(4-Morpholinyl)-1,2,5-thiadiazol-3-yl N-cyclooctyl-N-methylcarbamate",C16H26N4O3S,[1672691-74-5],354.47,Enzymes,Other Hydrolases,Inhibitor,Potent and irreversible ?/?-hydrolase domain 6 (ABHD6) inhibitor,1,CN(C(=O)Oc1nsnc1N1CCOCC1)C1CCCCCCC1,39,0
5854,CCOC(C1=CC=C(O1)CN(S(=O)(C2=C(C=C(C=C2C)C)C)=O)CC3=CC=C(C4=CC(S(C)(=O)=O)=CC=C4)C=C3)=O,SR 9238,71478195,"Ethyl 5-[[[[3'-(Methylsulfonyl)[1,1'-biphenyl]-4-yl]methyl][(2,4,6-trimethylphenyl)sulfonyl]amino]methyl]-2-furancarboxylate",C31H33NO7S2,[1416153-62-2],595.73,Nuclear Receptors,LXR-like Receptors,Inverse Agonist,Potent and selective LXR inverse agonist,1,CCOC(=O)c1ccc(CN(Cc2ccc(-c3cccc(S(C)(=O)=O)c3)cc2)S(=O)(=O)c2c(C)cc(C)cc2C)o1,76,0
5855,ClC(C=C1)=CC=C1CN(CC2CCN(C(OCC)=O)C2)CC3=CC=C([N+]([O-])=O)S3,SR 9009,57394020,Ethyl 3-[[[(4-chlorophenyl)methyl][(5-nitro-2-thienyl)methyl]amino]methyl]-1-pyrrolidinecarboxylate,C20H24ClN3O4S,[1379686-30-2],437.94,Nuclear Receptors,Rev-Erb Receptors,Agonist,Rev-Erb?/? agonist,1,CCOC(=O)N1CCC(CN(Cc2ccc(Cl)cc2)Cc2ccc([N+](=O)[O-])s2)C1,574,0
