UniProtKB,Entry_Name,Cluster
Q86UE6,LRRT1_HUMAN,Leucine-rich Repeat Protein
Q86VH5,LRRT3_HUMAN,Leucine-rich Repeat Protein
Q86VH4,LRRT4_HUMAN,Leucine-rich Repeat Protein
O15455,TLR3_HUMAN,Leucine-rich Repeat Protein
O60602,TLR5_HUMAN,Leucine-rich Repeat Protein
O60603,TLR2_HUMAN,Leucine-rich Repeat Protein
O00206,TLR4_HUMAN,Leucine-rich Repeat Protein
Q68CR7,LRC66_HUMAN,Leucine-rich Repeat Protein
O43155,FLRT2_HUMAN,Leucine-rich Repeat Protein
Q9NZU0,FLRT3_HUMAN,Leucine-rich Repeat Protein
Q14392,LRC32_HUMAN,Leucine-rich Repeat Protein
Q86YC3,LRC33_HUMAN,Leucine-rich Repeat Protein
Q9BXN1,ASPN_HUMAN,Leucine-rich Repeat Protein
P07585,PGS2_HUMAN,Leucine-rich Repeat Protein
P21810,PGS1_HUMAN,Leucine-rich Repeat Protein
Q6PEZ8,PONL1_HUMAN,Leucine-rich Repeat Protein
Q7Z5L7,PODN_HUMAN,Leucine-rich Repeat Protein
Q99467,CD180_HUMAN,Leucine-rich Repeat Protein
P07359,GP1BA_HUMAN,Leucine-rich Repeat Protein
A6NDA9,LRIT2_HUMAN,Leucine-rich Repeat Protein
Q9GZU5,NYX_HUMAN,Leucine-rich Repeat Protein
Q8N6Y2,LRC17_HUMAN,Leucine-rich Repeat Protein
A6NJW4,LRR3C_HUMAN,Leucine-rich Repeat Protein
Q9BY71,LRRC3_HUMAN,Leucine-rich Repeat Protein
Q96PB8,LRC3B_HUMAN,Leucine-rich Repeat Protein
Q9HBL6,LRTM1_HUMAN,Leucine-rich Repeat Protein
Q9H756,LRC19_HUMAN,Leucine-rich Repeat Protein
Q8WUA8,TSK_HUMAN,Leucine-rich Repeat Protein
Q15435,PP1R7_HUMAN,Leucine-rich Repeat Protein
Q6EMK4,VASN_HUMAN,Leucine-rich Repeat Protein
Q9BZR6,RTN4R_HUMAN,Leucine-rich Repeat Protein
Q86UN3,R4RL2_HUMAN,Leucine-rich Repeat Protein
Q86UN2,R4RL1_HUMAN,Leucine-rich Repeat Protein
P35858,ALS_HUMAN,Leucine-rich Repeat Protein
Q8TF66,LRC15_HUMAN,Leucine-rich Repeat Protein
Q15399,TLR1_HUMAN,Leucine-rich Repeat Protein
Q9Y2C9,TLR6_HUMAN,Leucine-rich Repeat Protein
Q9NYK1,TLR7_HUMAN,Leucine-rich Repeat Protein
Q9NR97,TLR8_HUMAN,Leucine-rich Repeat Protein
Q8WYB5,KAT6B_HUMAN,Histone Acetyltransferase
Q92794,KAT6A_HUMAN,Histone Acetyltransferase
Q9UIF9,BAZ2A_HUMAN,DNA-binding
Q9UIF8,BAZ2B_HUMAN,DNA-binding
Q9H3R0,KDM4C_HUMAN,Histone Demethylase
O75164,KDM4A_HUMAN,Histone Demethylase
O94953,KDM4B_HUMAN,Histone Demethylase
Q6B0I6,KDM4D_HUMAN,Histone Demethylase
B2RXH2,KDM4E_HUMAN,Histone Demethylase
P55201,BRPF1_HUMAN,Histone Acetyltransferase
O95696,BRD1_HUMAN,Histone Acetyltransferase
Q9ULD4,BRPF3_HUMAN,Histone Acetyltransferase
O60885,BRD4_HUMAN,Histone Acetyltransferase
Q58F21,BRDT_HUMAN,Histone Acetyltransferase
P25440,BRD2_HUMAN,Histone Acetyltransferase
Q15059,BRD3_HUMAN,Histone Acetyltransferase
Q96T23,RSF1_HUMAN,Histone Acetyltransferase
Q92613,JADE3_HUMAN,Histone Acetyltransferase
Q6IE81,JADE1_HUMAN,Histone Acetyltransferase
Q9NQC1,JADE2_HUMAN,Histone Acetyltransferase
P55197,AF10_HUMAN,Histone Acetyltransferase
P55198,AF17_HUMAN,Histone Acetyltransferase
Q9NRL2,BAZ1A_HUMAN,Histone Acetyltransferase
Q9UIG0,BAZ1B_HUMAN,Histone Acetyltransferase
Q9BXF3,CECR2_HUMAN,Histone Acetyltransferase
Q92830,KAT2A_HUMAN,Histone Acetyltransferase
Q92831,KAT2B_HUMAN,Histone Acetyltransferase
Q8WUI4,HDAC7_HUMAN,Histone Deacetylase
Q9UQL6,HDAC5_HUMAN,Histone Deacetylase
P56524,HDAC4_HUMAN,Histone Deacetylase
Q9UKV0,HDAC9_HUMAN,Histone Deacetylase
P01024,CO3_HUMAN,Protease Inhibitor
P01031,CO5_HUMAN,Protease Inhibitor
Q8IZJ3,CPMD8_HUMAN,Protease Inhibitor
P01023,A2MG_HUMAN,Protease Inhibitor
Q6YHK3,CD109_HUMAN,Protease Inhibitor
Q05193,DYN1_HUMAN,Nucleotide-binding
Q9UQ16,DYN3_HUMAN,Nucleotide-binding
P50570,DYN2_HUMAN,Nucleotide-binding
P35670,ATP7B_HUMAN,Nucleotide-binding
Q04656,ATP7A_HUMAN,Nucleotide-binding
Q9H2K2,TNKS2_HUMAN,Nucleotide-binding
O95271,TNKS1_HUMAN,Nucleotide-binding
Q7RTP6,MICA3_HUMAN,Nucleotide-binding
O94851,MICA2_HUMAN,Nucleotide-binding
Q8TDZ2,MICA1_HUMAN,Nucleotide-binding
P06737,PYGL_HUMAN,Nucleotide-binding
P11217,PYGM_HUMAN,Nucleotide-binding
P11216,PYGB_HUMAN,Nucleotide-binding
P10070,GLI2_HUMAN,Zing-finger Containing Protein
P10071,GLI3_HUMAN,Zing-finger Containing Protein
Q2QGD7,ZXDC_HUMAN,Zing-finger Containing Protein
P98169,ZXDB_HUMAN,Zing-finger Containing Protein
P98168,ZXDA_HUMAN,Zing-finger Containing Protein
P08151,GLI1_HUMAN,Zing-finger Containing Protein
Q96T25,ZIC5_HUMAN,Zing-finger Containing Protein
Q8N9L1,ZIC4_HUMAN,Zing-finger Containing Protein
O95409,ZIC2_HUMAN,Zing-finger Containing Protein
Q15915,ZIC1_HUMAN,Zing-finger Containing Protein
O60481,ZIC3_HUMAN,Zing-finger Containing Protein
Q8NEA6,GLIS3_HUMAN,Zing-finger Containing Protein
Q9BZE0,GLIS2_HUMAN,Zing-finger Containing Protein
Q8NBF1,GLIS1_HUMAN,Zing-finger Containing Protein
Q6IQ26,DEN5A_HUMAN,Guanine Nucleotide Exchange Factor
Q6ZUT9,DEN5B_HUMAN,Guanine Nucleotide Exchange Factor
Q92538,GBF1_HUMAN,Guanine Nucleotide Exchange Factor
Q9UPP2,IQEC3_HUMAN,Guanine Nucleotide Exchange Factor
Q6DN90,IQEC1_HUMAN,Guanine Nucleotide Exchange Factor
Q5JU85,IQEC2_HUMAN,Guanine Nucleotide Exchange Factor
Q9UIA0,CYH4_HUMAN,Guanine Nucleotide Exchange Factor
O43739,CYH3_HUMAN,Guanine Nucleotide Exchange Factor
Q15438,CYH1_HUMAN,Guanine Nucleotide Exchange Factor
Q99418,CYH2_HUMAN,Guanine Nucleotide Exchange Factor
Q8NDX1,PSD4_HUMAN,Guanine Nucleotide Exchange Factor
Q9NYI0,PSD3_HUMAN,Guanine Nucleotide Exchange Factor
A5PKW4,PSD1_HUMAN,Guanine Nucleotide Exchange Factor
P32418,NAC1_HUMAN,Transporter
P57103,NAC3_HUMAN,Transporter
Q9UPR5,NAC2_HUMAN,Transporter
Q9Y2E8,SL9A8_HUMAN,Transporter
Q8IVB4,SL9A9_HUMAN,Transporter
Q96T83,SL9A7_HUMAN,Transporter
Q92581,SL9A6_HUMAN,Transporter
Q14940,SL9A5_HUMAN,Transporter
P48764,SL9A3_HUMAN,Transporter
P19634,SL9A1_HUMAN,Transporter
Q6AI14,SL9A4_HUMAN,Transporter
Q9UBY0,SL9A2_HUMAN,Transporter
O43426,SYNJ1_HUMAN,Phosphatase
O15056,SYNJ2_HUMAN,Phosphatase
P36382,CXA5_HUMAN,Gap Junction
P17302,CXA1_HUMAN,Gap Junction
P35212,CXA4_HUMAN,Gap Junction
P48165,CXA8_HUMAN,Gap Junction
Q9Y6H8,CXA3_HUMAN,Gap Junction
Q969M2,CXA10_HUMAN,Gap Junction
P57773,CXA9_HUMAN,Gap Junction
P08034,CXB1_HUMAN,Gap Junction
P29033,CXB2_HUMAN,Gap Junction
O95452,CXB6_HUMAN,Gap Junction
O75712,CXB3_HUMAN,Gap Junction
Q6PEY0,CXB7_HUMAN,Gap Junction
O95377,CXB5_HUMAN,Gap Junction
Q9NTQ9,CXB4_HUMAN,Gap Junction
Q5T442,CXG2_HUMAN,Gap Junction
P36383,CXG1_HUMAN,Gap Junction
Q96KN9,CXD4_HUMAN,Gap Junction
Q9UKL4,CXD2_HUMAN,Gap Junction
Q8N144,CXD3_HUMAN,Gap Junction
Q8NFK1,CXG3_HUMAN,Gap Junction
Q8IVV2,LOXH1_HUMAN,Lipoxygenase
P16050,LOX15_HUMAN,Lipoxygenase
P18054,LOX12_HUMAN,Lipoxygenase
P09917,LOX5_HUMAN,Lipoxygenase
O15296,LX15B_HUMAN,Lipoxygenase
O75342,LX12B_HUMAN,Lipoxygenase
Q9BYJ1,LOXE3_HUMAN,Lipoxygenase
P17927,CR1_HUMAN,
Q99758,ABCA3_HUMAN,Transporter
P13569,CFTR_HUMAN,Transporter
Q9H172,ABCG4_HUMAN,Transporter
P45844,ABCG1_HUMAN,Transporter
Q9H221,ABCG8_HUMAN,Transporter
Q9H222,ABCG5_HUMAN,Transporter
Q9UNQ0,ABCG2_HUMAN,Transporter
Q9NP58,ABCB6_HUMAN,Transporter
O75027,ABCB7_HUMAN,Transporter
Q9NRK6,ABCBA_HUMAN,Transporter
Q9NUT2,MITOS_HUMAN,Transporter
Q03518,TAP1_HUMAN,Transporter
Q9NP78,ABCB9_HUMAN,Transporter
Q03519,TAP2_HUMAN,Transporter
P52630,STAT2_HUMAN,DNA-binding
Q14765,STAT4_HUMAN,DNA-binding
P40763,STAT3_HUMAN,DNA-binding
P42224,STAT1_HUMAN,DNA-binding
P42226,STAT6_HUMAN,DNA-binding
P51692,STA5B_HUMAN,DNA-binding
P42229,STA5A_HUMAN,DNA-binding
Q6UVM3,KCNT2_HUMAN,Outward Rectifying Potassium Channel
Q5JUK3,KCNT1_HUMAN,Outward Rectifying Potassium Channel
Q3SXY8,AR13B_HUMAN,ADP-ribosylation Factor
Q9NR31,SAR1A_HUMAN,ADP-ribosylation Factor
Q9Y6B6,SAR1B_HUMAN,ADP-ribosylation Factor
Q5H913,AR13A_HUMAN,ADP-ribosylation Factor
Q6T311,ARL9_HUMAN,ADP-ribosylation Factor
Q8N8L6,ARL10_HUMAN,ADP-ribosylation Factor
Q8IVW1,ARL17_HUMAN,ADP-ribosylation Factor
Q9NXU5,ARL15_HUMAN,ADP-ribosylation Factor
P36406,TRI23_HUMAN,ADP-ribosylation Factor
P84077,ARF1_HUMAN,ADP-ribosylation Factor
P61204,ARF3_HUMAN,ADP-ribosylation Factor
P18085,ARF4_HUMAN,ADP-ribosylation Factor
P84085,ARF5_HUMAN,ADP-ribosylation Factor
P40616,ARL1_HUMAN,ADP-ribosylation Factor
P62330,ARF6_HUMAN,ADP-ribosylation Factor
Q96BM9,ARL8A_HUMAN,ADP-ribosylation Factor
Q9NVJ2,ARL8B_HUMAN,ADP-ribosylation Factor
P49703,ARL4D_HUMAN,ADP-ribosylation Factor
P56559,ARL4C_HUMAN,ADP-ribosylation Factor
P40617,ARL4A_HUMAN,ADP-ribosylation Factor
A6NH57,ARL5C_HUMAN,ADP-ribosylation Factor
Q96KC2,ARL5B_HUMAN,ADP-ribosylation Factor
Q9Y689,ARL5A_HUMAN,ADP-ribosylation Factor
Q13795,ARFRP_HUMAN,ADP-ribosylation Factor
Q9H0F7,ARL6_HUMAN,ADP-ribosylation Factor
P36405,ARL3_HUMAN,ADP-ribosylation Factor
P36404,ARL2_HUMAN,ADP-ribosylation Factor
Q969Q4,ARL11_HUMAN,ADP-ribosylation Factor
Q8N4G2,ARL14_HUMAN,ADP-ribosylation Factor
Q9UPS6,SET1B_HUMAN,Histone Methyltransferase
O15047,SET1A_HUMAN,Histone Methyltransferase
Q9H1D0,TRPV6_HUMAN,TRP Channel
Q9NQA5,TRPV5_HUMAN,TRP Channel
Q8NET8,TRPV3_HUMAN,TRP Channel
Q9HBA0,TRPV4_HUMAN,TRP Channel
Q8NER1,TRPV1_HUMAN,TRP Channel
Q9Y5S1,TRPV2_HUMAN,TRP Channel
Q96KQ7,EHMT2_HUMAN,Histone Methyltransferase
Q9H9B1,EHMT1_HUMAN,Histone Methyltransferase
Q8TDY4,ASAP3_HUMAN,Ankyrin-containing Protein
O43150,ASAP2_HUMAN,Ankyrin-containing Protein
Q9ULH1,ASAP1_HUMAN,Ankyrin-containing Protein
Q7Z5J8,ANKAR_HUMAN,Ankyrin-containing Protein
Q14161,GIT2_HUMAN,Ankyrin-containing Protein
Q9Y2X7,GIT1_HUMAN,Ankyrin-containing Protein
Q96P50,ACAP3_HUMAN,Ankyrin-containing Protein
Q15027,ACAP1_HUMAN,Ankyrin-containing Protein
Q15057,ACAP2_HUMAN,Ankyrin-containing Protein
P05000,IFNW1_HUMAN,Cytokine
P01567,IFNA7_HUMAN,Cytokine
P01568,IFN21_HUMAN,Cytokine
P01566,IFN10_HUMAN,Cytokine
P05014,IFNA4_HUMAN,Cytokine
P01571,IFN17_HUMAN,Cytokine
P05013,IFNA6_HUMAN,Cytokine
P01562,IFNA1_HUMAN,Cytokine
P05015,IFN16_HUMAN,Cytokine
P01570,IFN14_HUMAN,Cytokine
P01569,IFNA5_HUMAN,Cytokine
P01563,IFNA2_HUMAN,Cytokine
P32881,IFNA8_HUMAN,Cytokine
Q9ULK0,GRID1_HUMAN,Ionotropic Glutamate Receptor
O43424,GRID2_HUMAN,Ionotropic Glutamate Receptor
Q05586,NMDZ1_HUMAN,Ionotropic NMDA Receptor
O60391,NMD3B_HUMAN,Ionotropic NMDA Receptor
Q8TCU5,NMD3A_HUMAN,Ionotropic NMDA Receptor
P51787,KCNQ1_HUMAN,Voltage-Gated Potassium Channel
O43525,KCNQ3_HUMAN,Voltage-Gated Potassium Channel
O43526,KCNQ2_HUMAN,Voltage-Gated Potassium Channel
Q9NR82,KCNQ5_HUMAN,Voltage-Gated Potassium Channel
P56696,KCNQ4_HUMAN,Voltage-Gated Potassium Channel
Q7Z5Y6,BMP8A_HUMAN,Cytokine
P34820,BMP8B_HUMAN,Cytokine
P22004,BMP6_HUMAN,Cytokine
P18075,BMP7_HUMAN,Cytokine
P22003,BMP5_HUMAN,Cytokine
O75610,LFTY1_HUMAN,Cytokine
O00292,LFTY2_HUMAN,Cytokine
P43026,GDF5_HUMAN,Cytokine
Q7Z4P5,GDF7_HUMAN,Cytokine
Q6KF10,GDF6_HUMAN,Cytokine
P12644,BMP4_HUMAN,Cytokine
P12643,BMP2_HUMAN,Cytokine
Q9UK05,GDF2_HUMAN,Cytokine
O95393,BMP10_HUMAN,Cytokine
P61812,TGFB2_HUMAN,Cytokine
P10600,TGFB3_HUMAN,Cytokine
P55107,GDF10_HUMAN,Cytokine
P12645,BMP3_HUMAN,Cytokine
O95390,GDF11_HUMAN,Cytokine
O14793,GDF8_HUMAN,Cytokine
P55103,INHBC_HUMAN,Cytokine
P58166,INHBE_HUMAN,Cytokine
P09529,INHBB_HUMAN,Cytokine
P08476,INHBA_HUMAN,Cytokine
O60383,GDF9_HUMAN,Cytokine
O95972,BMP15_HUMAN,Cytokine
Q9NR23,GDF3_HUMAN,Cytokine
P27539,GDF1_HUMAN,Cytokine
P05111,INHA_HUMAN,Cytokine
Q96S42,NODAL_HUMAN,Cytokine
Q99988,GDF15_HUMAN,Cytokine
Q562E7,WDR81_HUMAN,
P41180,CASR_HUMAN,GPCR
Q5T6X5,GPC6A_HUMAN,GPCR
Q7RTX0,TS1R3_HUMAN,GPCR
Q8TE23,TS1R2_HUMAN,GPCR
Q7RTX1,TS1R1_HUMAN,GPCR
O95267,GRP1_HUMAN,Guanine Nucleotide Exchange Factor
Q8TDF6,GRP4_HUMAN,Guanine Nucleotide Exchange Factor
Q7LDG7,GRP2_HUMAN,Guanine Nucleotide Exchange Factor
Q8IV61,GRP3_HUMAN,Guanine Nucleotide Exchange Factor
Q9UHV5,RPGFL_HUMAN,Guanine Nucleotide Exchange Factor
Q92565,RPGF5_HUMAN,Guanine Nucleotide Exchange Factor
O95398,RPGF3_HUMAN,Guanine Nucleotide Exchange Factor
Q8WZA2,RPGF4_HUMAN,Guanine Nucleotide Exchange Factor
Q12967,GNDS_HUMAN,Guanine Nucleotide Exchange Factor
O15211,RGL2_HUMAN,Guanine Nucleotide Exchange Factor
Q9NZL6,RGL1_HUMAN,Guanine Nucleotide Exchange Factor
Q3MIN7,RGL3_HUMAN,Guanine Nucleotide Exchange Factor
Q13905,RPGF1_HUMAN,Guanine Nucleotide Exchange Factor
Q8N9B8,RGF1A_HUMAN,Guanine Nucleotide Exchange Factor
Q0VAM2,RGF1B_HUMAN,Guanine Nucleotide Exchange Factor
Q8N431,RGF1C_HUMAN,Guanine Nucleotide Exchange Factor
Q86X27,RGPS2_HUMAN,Guanine Nucleotide Exchange Factor
Q5JS13,RGPS1_HUMAN,Guanine Nucleotide Exchange Factor
A1L4H1,SRCRL_HUMAN,
Q86VB7,C163A_HUMAN,
Q96JB6,LOXL4_HUMAN,Oxidase
P58215,LOXL3_HUMAN,Oxidase
Q9Y4K0,LOXL2_HUMAN,Oxidase
Q15758,AAAT_HUMAN,Transporter
P43007,SATT_HUMAN,Transporter
P43004,EAA2_HUMAN,Transporter
P43005,EAA3_HUMAN,Transporter
O00341,EAA5_HUMAN,Transporter
P48664,EAA4_HUMAN,Transporter
P43003,EAA1_HUMAN,Transporter
Q460N5,PAR14_HUMAN,Transferase
Q8TCG5,CPT1C_HUMAN,Transferase
P50416,CPT1A_HUMAN,Transferase
Q92523,CPT1B_HUMAN,Transferase
P28329,CLAT_HUMAN,Transferase
P43155,CACP_HUMAN,Transferase
Q9UKG9,OCTC_HUMAN,Transferase
P23786,CPT2_HUMAN,Transferase
Q8IZF0,NALCN_HUMAN,Transferase
O60336,MABP1_HUMAN,Transferase
O43379,WDR62_HUMAN,Transferase
A0AVT1,UBA6_HUMAN,Transferase
P41226,UBA7_HUMAN,Transferase
P22314,UBA1_HUMAN,Transferase
Q6V1X1,DPP8_HUMAN,Protease
Q86TI2,DPP9_HUMAN,Protease
P27487,DPP4_HUMAN,Protease
Q12884,SEPR_HUMAN,Protease
Q8N608,DPP10_HUMAN,Protease
P42658,DPP6_HUMAN,Protease
P43268,ETV4_HUMAN,DNA-binding
P41161,ETV5_HUMAN,DNA-binding
P50549,ETV1_HUMAN,DNA-binding
Q99607,ELF4_HUMAN,DNA-binding
P32519,ELF1_HUMAN,DNA-binding
Q15723,ELF2_HUMAN,DNA-binding
Q01543,FLI1_HUMAN,DNA-binding
P11308,ERG_HUMAN,DNA-binding
P41162,ETV3_HUMAN,DNA-binding
P50548,ERF_HUMAN,DNA-binding
P14921,ETS1_HUMAN,DNA-binding
P15036,ETS2_HUMAN,DNA-binding
P28324,ELK4_HUMAN,DNA-binding
P41970,ELK3_HUMAN,DNA-binding
Q06546,GABPA_HUMAN,DNA-binding
Q6ZN32,ETV3L_HUMAN,DNA-binding
A0A1W2PQ73,ERFL_HUMAN,DNA-binding
P19419,ELK1_HUMAN,DNA-binding
O95238,SPDEF_HUMAN,DNA-binding
O00321,ETV2_HUMAN,DNA-binding
Q99581,FEV_HUMAN,DNA-binding
P41212,ETV6_HUMAN,DNA-binding
Q9Y603,ETV7_HUMAN,DNA-binding
Q8N5J4,SPIC_HUMAN,DNA-binding
P17947,SPI1_HUMAN,DNA-binding
Q01892,SPIB_HUMAN,DNA-binding
P78545,ELF3_HUMAN,DNA-binding
Q9UKW6,ELF5_HUMAN,DNA-binding
Q9NZC4,EHF_HUMAN,DNA-binding
Q13822,ENPP2_HUMAN,Phosphodiesterase
O14638,ENPP3_HUMAN,Phosphodiesterase
P22413,ENPP1_HUMAN,Phosphodiesterase
O43933,PEX1_HUMAN,ATPase
Q13608,PEX6_HUMAN,ATPase
O15381,NVL_HUMAN,ATPase
Q8NB90,AFG2H_HUMAN,ATPase
Q9BVQ7,SPA5L_HUMAN,ATPase
P55072,TERA_HUMAN,ATPase
Q7Z3U7,MON2_HUMAN,
Q16665,HIF1A_HUMAN,DNA-binding
Q99814,EPAS1_HUMAN,DNA-binding
Q8IXF0,NPAS3_HUMAN,DNA-binding
Q14190,SIM2_HUMAN,DNA-binding
P81133,SIM1_HUMAN,DNA-binding
Q9Y2N7,HIF3A_HUMAN,DNA-binding
Q99742,NPAS1_HUMAN,DNA-binding
P84022,SMAD3_HUMAN,DNA-binding
Q15796,SMAD2_HUMAN,DNA-binding
O15198,SMAD9_HUMAN,DNA-binding
Q15797,SMAD1_HUMAN,DNA-binding
Q99717,SMAD5_HUMAN,DNA-binding
O15357,SHIP2_HUMAN,Phosphatase
Q92835,SHIP1_HUMAN,Phosphatase
Q15735,PI5PA_HUMAN,Phosphatase
Q01968,OCRL_HUMAN,Phosphatase
P32019,I5P2_HUMAN,Phosphatase
Q9P0M6,H2AW_HUMAN,Histone
O75367,H2AY_HUMAN,Histone
Q93077,H2A1C_HUMAN,Histone
Q7L7L0,H2A3_HUMAN,Histone
P04908,H2A1B_HUMAN,Histone
Q6FI13,H2A2A_HUMAN,Histone
Q16777,H2A2C_HUMAN,Histone
Q9BTM1,H2AJ_HUMAN,Histone
Q99878,H2A1J_HUMAN,Histone
Q96KK5,H2A1H_HUMAN,Histone
P0C0S8,H2A1_HUMAN,Histone
P16104,H2AX_HUMAN,Histone
Q8IUE6,H2A2B_HUMAN,Histone
Q96QV6,H2A1A_HUMAN,Histone
P0C0S5,H2AZ_HUMAN,Histone
Q71UI9,H2AV_HUMAN,Histone
P0C5Y9,H2AB1_HUMAN,Histone
P0C5Z0,H2AB2_HUMAN,Histone
O14924,RGS12_HUMAN,GTPase
P49796,RGS3_HUMAN,GTPase
O15169,AXIN1_HUMAN,GTPase
Q9Y2T1,AXIN2_HUMAN,GTPase
O43566,RGS14_HUMAN,GTPase
O76081,RGS20_HUMAN,GTPase
P49795,RGS19_HUMAN,GTPase
Q9UGC6,RGS17_HUMAN,GTPase
O43665,RGS10_HUMAN,GTPase
Q9NS28,RGS18_HUMAN,GTPase
Q08116,RGS1_HUMAN,GTPase
Q2M5E4,RGS21_HUMAN,GTPase
O14921,RGS13_HUMAN,GTPase
P41220,RGS2_HUMAN,GTPase
P49798,RGS4_HUMAN,GTPase
O15492,RGS16_HUMAN,GTPase
O15539,RGS5_HUMAN,GTPase
P57771,RGS8_HUMAN,GTPase
P49802,RGS7_HUMAN,GTPase
P49758,RGS6_HUMAN,GTPase
O94810,RGS11_HUMAN,GTPase
O75916,RGS9_HUMAN,GTPase
O15375,MOT6_HUMAN,Transporter
O60669,MOT2_HUMAN,Transporter
P53985,MOT1_HUMAN,Transporter
O15427,MOT4_HUMAN,Transporter
O95907,MOT3_HUMAN,Transporter
Q8TF71,MOT10_HUMAN,Transporter
P36021,MOT8_HUMAN,Transporter
O15374,MOT5_HUMAN,Transporter
Q7RTY1,MOT9_HUMAN,Transporter
Q7RTX9,MOT14_HUMAN,Transporter
O15403,MOT7_HUMAN,Transporter
Q6ZSM3,MOT12_HUMAN,Transporter
Q7RTY0,MOT13_HUMAN,Transporter
Q8NCK7,MOT11_HUMAN,Transporter
P05186,PPBT_HUMAN,Phosphatase
P09923,PPBI_HUMAN,Phosphatase
P05187,PPB1_HUMAN,Phosphatase
P10696,PPBN_HUMAN,Phosphatase
Q12791,KCMA1_HUMAN,Potassium Channel
A8MYU2,KCNU1_HUMAN,Potassium Channel
P26358,DNMT1_HUMAN,DNA Methyltransferase
Q9BPW9,DHRS9_HUMAN,Dehydrogenase
O14756,H17B6_HUMAN,Dehydrogenase
O75452,RDH16_HUMAN,Dehydrogenase
Q92781,RDH5_HUMAN,Dehydrogenase
Q8NEX9,DR9C7_HUMAN,Dehydrogenase
Q02338,BDH_HUMAN,Dehydrogenase
P80365,DHI2_HUMAN,Dehydrogenase
P37059,DHB2_HUMAN,Dehydrogenase
P51659,DHB4_HUMAN,Dehydrogenase
Q7Z5P4,DHB13_HUMAN,Dehydrogenase
Q8NBQ5,DHB11_HUMAN,Dehydrogenase
O75911,DHRS3_HUMAN,Dehydrogenase
Q8N3Y7,RDHE2_HUMAN,Dehydrogenase
Q8IZV5,RDH10_HUMAN,Dehydrogenase
Q9NZC7,WWOX_HUMAN,Dehydrogenase
Q8TC12,RDH11_HUMAN,Dehydrogenase
Q96NR8,RDH12_HUMAN,Dehydrogenase
Q13268,DHRS2_HUMAN,Dehydrogenase
Q9BTZ2,DHRS4_HUMAN,Dehydrogenase
Q6PKH6,DR4L2_HUMAN,Dehydrogenase
P16152,CBR1_HUMAN,Dehydrogenase
O75828,CBR3_HUMAN,Dehydrogenase
Q3SXM5,HSDL1_HUMAN,Dehydrogenase
Q53GQ0,DHB12_HUMAN,Dehydrogenase
P37058,DHB3_HUMAN,Dehydrogenase
P14061,DHB1_HUMAN,Dehydrogenase
Q9NYR8,RDH8_HUMAN,Dehydrogenase
P28845,DHI1_HUMAN,Dehydrogenase
Q7Z5J1,DHI1L_HUMAN,Dehydrogenase
Q9Y394,DHRS7_HUMAN,Dehydrogenase
A6NNS2,DRS7C_HUMAN,Dehydrogenase
Q6IAN0,DRS7B_HUMAN,Dehydrogenase
Q6YN16,HSDL2_HUMAN,Dehydrogenase
Q96LJ7,DHRS1_HUMAN,Dehydrogenase
Q6UWP2,DHR11_HUMAN,Dehydrogenase
Q9BPX1,DHB14_HUMAN,Dehydrogenase
Q92506,DHB8_HUMAN,Dehydrogenase
Q99714,HCD2_HUMAN,Dehydrogenase
P56937,DHB7_HUMAN,Dehydrogenase
A0PJE2,DHR12_HUMAN,Dehydrogenase
Q9BZW2,S13A1_HUMAN,Transporter
Q9UKG4,S13A4_HUMAN,Transporter
Q8WWT9,S13A3_HUMAN,Transporter
Q86YT5,S13A5_HUMAN,Transporter
Q13183,S13A2_HUMAN,Transporter
Q5QGS0,NEXMI_HUMAN,
P35218,CAH5A_HUMAN,Anhydrase
Q9Y2D0,CAH5B_HUMAN,Anhydrase
P43166,CAH7_HUMAN,Anhydrase
P07451,CAH3_HUMAN,Anhydrase
P00918,CAH2_HUMAN,Anhydrase
Q8N1Q1,CAH13_HUMAN,Anhydrase
P00915,CAH1_HUMAN,Anhydrase
Q9NS85,CAH10_HUMAN,Anhydrase
O75493,CAH11_HUMAN,Anhydrase
Q16790,CAH9_HUMAN,Anhydrase
Q9ULX7,CAH14_HUMAN,Anhydrase
O43570,CAH12_HUMAN,Anhydrase
P22748,CAH4_HUMAN,Anhydrase
P35219,CAH8_HUMAN,Anhydrase
P23280,CAH6_HUMAN,Anhydrase
Q9Y4E6,WDR7_HUMAN,
P36956,SRBP1_HUMAN,DNA-binding
Q12772,SRBP2_HUMAN,DNA-binding
Q6JQN1,ACD10_HUMAN,Dehydrogenase
Q709F0,ACD11_HUMAN,Dehydrogenase
Q15067,ACOX1_HUMAN,Dehydrogenase
Q99424,ACOX2_HUMAN,Dehydrogenase
Q9NUZ1,ACOXL_HUMAN,Dehydrogenase
O15254,ACOX3_HUMAN,Dehydrogenase
P49748,ACADV_HUMAN,Dehydrogenase
Q9H845,ACAD9_HUMAN,Dehydrogenase
Q92947,GCDH_HUMAN,Dehydrogenase
P28330,ACADL_HUMAN,Dehydrogenase
Q9UKU7,ACAD8_HUMAN,Dehydrogenase
P11310,ACADM_HUMAN,Dehydrogenase
P26440,IVD_HUMAN,Dehydrogenase
P45954,ACDSB_HUMAN,Dehydrogenase
P16219,ACADS_HUMAN,Dehydrogenase
P09884,DPOLA_HUMAN,DNA Polymerase
Q96HA7,TONSL_HUMAN,
P33076,C2TA_HUMAN,Nucleotide-binding
