Ensembl_Protein,Entry,Entry name
ENSP00000479735,A0A087WVW6,A0A087WVW6_HUMAN
ENSP00000379155,Q8N9B8,RGF1A_HUMAN
ENSP00000377953,Q7LDG7,GRP2_HUMAN
ENSP00000384192,Q8IV61,GRP3_HUMAN
ENSP00000384675,Q07889,SOS1_HUMAN
ENSP00000499535,A0A590UJR0,A0A590UJR0_HUMAN
ENSP00000380271,Q8WZA2,RPGF4_HUMAN
ENSP00000356480,Q99496,RING2_HUMAN
ENSP00000233630,Q9BSM1,PCGF1_HUMAN
ENSP00000363787,Q06587,RING1_HUMAN
ENSP00000482815,P35227,PCGF2_HUMAN
ENSP00000358862,Q9BYE7,PCGF6_HUMAN
ENSP00000012443,P53041,PPP5_HUMAN
ENSP00000215832,P28482,MK01_HUMAN
ENSP00000226413,P30968,GNRHR_HUMAN
ENSP00000377508,P14923,PLAK_HUMAN
ENSP00000353731,P27487,DPP4_HUMAN
ENSP00000250383,Q13268,DHRS2_HUMAN
ENSP00000290354,O75828,CBR3_HUMAN
ENSP00000334801,Q6PKH6,DR4L2_HUMAN
ENSP00000326219,Q9BTZ2,DHRS4_HUMAN
ENSP00000281701,O15381,NVL_HUMAN
ENSP00000292408,P22455,FGFR4_HUMAN
ENSP00000369375,Q02763,TIE2_HUMAN
ENSP00000365692,Q9P1W9,PIM2_HUMAN
ENSP00000362608,P11309,PIM1_HUMAN
ENSP00000353824,Q86V86,PIM3_HUMAN
ENSP00000312411,Q8WY54,PPM1E_HUMAN
ENSP00000282412,O75688,PPM1B_HUMAN
ENSP00000497083,A0A3B3IS24,A0A3B3IS24_HUMAN
ENSP00000397050,Q8N819,PPM1N_HUMAN
ENSP00000228705,Q9ULR3,PPM1H_HUMAN
ENSP00000378514,P35813,PPM1A_HUMAN
ENSP00000308926,Q5JR12,PPM1J_HUMAN
ENSP00000319894,Q96MI6,PPM1M_HUMAN
ENSP00000292432,P52790,HXK3_HUMAN
ENSP00000352398,P19367,HXK1_HUMAN
ENSP00000346643,Q2TB90,HKDC1_HUMAN
ENSP00000384247,P35557,HXK4_HUMAN
ENSP00000290573,P52789,HXK2_HUMAN
ENSP00000333212,Q7Z449,CP2U1_HUMAN
ENSP00000333534,P24903,CP2F1_HUMAN
ENSP00000360372,P33261,CP2CJ_HUMAN
ENSP00000260682,P11712,CP2C9_HUMAN
ENSP00000310149,Q8TAV3,CP2W1_HUMAN
ENSP00000334592,Q6VVX0,CP2R1_HUMAN
ENSP00000496150,P10635,CP2D6_HUMAN
ENSP00000360247,P51589,CP2J2_HUMAN
ENSP00000308032,Q96SQ9,CP2S1_HUMAN
ENSP00000301141,P11509,CP2A6_HUMAN
ENSP00000301146,P20853,CP2A7_HUMAN
ENSP00000332679,Q16696,CP2AD_HUMAN
ENSP00000483243,A0A087X0B3,A0A087X0B3_HUMAN
ENSP00000285979,P33260,CP2CI_HUMAN
ENSP00000252945,P05181,CP2E1_HUMAN
ENSP00000348089,Q03468,ERCC6_HUMAN
ENSP00000381785,Q6YN16,HSDL2_HUMAN
ENSP00000295757,Q96DB2,HDA11_HUMAN
ENSP00000354724,Q3KNV8,PCGF3_HUMAN
ENSP00000417261,Q8NFN8,GP156_HUMAN
ENSP00000259455,O75899,GABR2_HUMAN
ENSP00000242994,Q9HD90,NDF4_HUMAN
ENSP00000302216,Q92858,ATOH1_HUMAN
ENSP00000317333,Q9H2A3,NGN2_HUMAN
ENSP00000362777,Q8N100,ATOH7_HUMAN
ENSP00000295108,Q13562,NDF1_HUMAN
ENSP00000480998,A0A087WXG3,A0A087WXG3_HUMAN
ENSP00000297142,Q96NK8,NDF6_HUMAN
ENSP00000317580,Q92886,NGN1_HUMAN
ENSP00000371794,Q13516,OLIG2_HUMAN
ENSP00000371785,Q8TAK6,OLIG1_HUMAN
ENSP00000306754,Q15784,NDF2_HUMAN
ENSP00000476312,Q7RTS1,BHA15_HUMAN
ENSP00000318799,Q8NFJ8,BHE22_HUMAN
ENSP00000242462,Q9Y4Z2,NGN3_HUMAN
ENSP00000356708,Q7RTU3,OLIG3_HUMAN
ENSP00000295589,P32238,CCKAR_HUMAN
ENSP00000335544,P32239,GASR_HUMAN
ENSP00000442973,O43293,DAPK3_HUMAN
ENSP00000332687,P53671,LIMK2_HUMAN
ENSP00000496776,A0A2R8Y8E0,A0A2R8Y8E0_HUMAN
ENSP00000220751,O43353,RIPK2_HUMAN
ENSP00000259808,Q13546,RIPK1_HUMAN
ENSP00000401888,P04049,RAF1_HUMAN
ENSP00000366244,P10398,ARAF_HUMAN
ENSP00000309597,Q16584,M3K11_HUMAN
ENSP00000451612,P80192,M3K9_HUMAN
ENSP00000216274,Q9Y572,RIPK3_HUMAN
ENSP00000355583,Q5TCX8,M3K21_HUMAN
ENSP00000253055,Q02779,M3K10_HUMAN
ENSP00000358105,Q96BI3,APH1A_HUMAN
ENSP00000261879,Q8WW43,APH1B_HUMAN
ENSP00000264235,P49841,GSK3B_HUMAN
ENSP00000222330,P49840,GSK3A_HUMAN
ENSP00000470087,M0QYV0,M0QYV0_HUMAN
ENSP00000240139,P48454,PP2BC_HUMAN
ENSP00000353881,P16298,PP2BB_HUMAN
ENSP00000358786,Q16322,KCA10_HUMAN
ENSP00000155840,P51787,KCNQ1_HUMAN
ENSP00000434241,Q14003,KCNC3_HUMAN
ENSP00000287042,Q9ULS6,KCNS2_HUMAN
ENSP00000378690,Q9BXU9,CABP8_HUMAN
ENSP00000381247,A8MZ26,EFCB9_HUMAN
ENSP00000317310,Q9NZU7,CABP1_HUMAN
ENSP00000302649,Q8N7B9,EFCB3_HUMAN
ENSP00000359300,P41208,CETN2_HUMAN
ENSP00000293255,Q9NP86,CABP5_HUMAN
ENSP00000324960,P57796,CABP4_HUMAN
ENSP00000294288,Q9NPB3,CABP2_HUMAN
ENSP00000355480,Q5VUJ9,DRC8_HUMAN
ENSP00000216144,Q86V35,CABP7_HUMAN
ENSP00000420854,Q6NXP0,EFC12_HUMAN
ENSP00000283122,O15182,CETN3_HUMAN
ENSP00000304643,Q8TD86,CALL6_HUMAN
ENSP00000344220,O15530,PDPK1_HUMAN
ENSP00000259119,P12757,SKIL_HUMAN
ENSP00000369374,P84550,SKOR1_HUMAN
ENSP00000367797,P12755,SKI_HUMAN
ENSP00000335024,Q86U17,SPA11_HUMAN
ENSP00000370074,P50453,SPB9_HUMAN
ENSP00000261994,Q9UK55,ZPI_HUMAN
ENSP00000376793,P01011,AACT_HUMAN
ENSP00000386207,A8MTL9,HMSD_HUMAN
ENSP00000369912,P35237,SPB6_HUMAN
ENSP00000372221,P36952,SPB5_HUMAN
ENSP00000342850,P08185,CBG_HUMAN
ENSP00000264677,O75830,SPI2_HUMAN
ENSP00000386412,P07093,GDN_HUMAN
ENSP00000441497,F5GYW9,F5GYW9_HUMAN
ENSP00000397373,Q99574,NEUS_HUMAN
ENSP00000299502,P05120,PAI2_HUMAN
ENSP00000215727,P05546,HEP2_HUMAN
ENSP00000355627,P01019,ANGT_HUMAN
ENSP00000372218,Q96P63,SPB12_HUMAN
ENSP00000381101,O75635,SPB7_HUMAN
ENSP00000450838,P29622,KAIN_HUMAN
ENSP00000223095,P05121,PAI1_HUMAN
ENSP00000501517,Q86WD7,SPA9_HUMAN
ENSP00000341584,Q9UIV8,SPB13_HUMAN
ENSP00000350894,P50454,SERPH_HUMAN
ENSP00000506411,A8MV23,SERP3_HUMAN
ENSP00000376802,P01009,A1AT_HUMAN
ENSP00000486888,A0A0U1RQB8,A0A0U1RQB8_HUMAN
ENSP00000503935,Q8IW75,SPA12_HUMAN
ENSP00000356671,P01008,ANT3_HUMAN
ENSP00000278407,P05155,IC1_HUMAN
ENSP00000333203,P05154,IPSP_HUMAN
ENSP00000402286,P08697,A2AP_HUMAN
ENSP00000402286,C9JMH6,C9JMH6_HUMAN
ENSP00000254722,P36955,PEDF_HUMAN
ENSP00000308051,Q13761,RUNX3_HUMAN
ENSP00000495497,Q13950,RUNX2_HUMAN
ENSP00000377262,P78362,SRPK2_HUMAN
ENSP00000229794,Q16539,MK14_HUMAN
ENSP00000307208,Q12830,BPTF_HUMAN
ENSP00000481850,Q92613,JADE3_HUMAN
ENSP00000373340,P55201,BRPF1_HUMAN
ENSP00000226319,Q6IE81,JADE1_HUMAN
ENSP00000350267,Q9ULD4,BRPF3_HUMAN
ENSP00000385858,O95696,BRD1_HUMAN
ENSP00000494572,Q13627,DYR1A_HUMAN
ENSP00000291823,Q8NE63,HIPK4_HUMAN
ENSP00000356076,O43781,DYRK3_HUMAN
ENSP00000316948,Q9HAZ1,CLK4_HUMAN
ENSP00000406220,Q86YT5,S13A5_HUMAN
ENSP00000279027,Q8WWT9,S13A3_HUMAN
ENSP00000508027,A0A804HKQ4,A0A804HKQ4_HUMAN
ENSP00000194130,Q9BZW2,S13A1_HUMAN
ENSP00000316202,Q13183,S13A2_HUMAN
ENSP00000400088,Q00526,CDK3_HUMAN
ENSP00000349762,Q00536,CDK16_HUMAN
ENSP00000493151,Q8NGU2,OR9A4_HUMAN
ENSP00000485609,Q8NGY0,O10X1_HUMAN
ENSP00000239032,P49683,PRLHR_HUMAN
ENSP00000316518,Q8NGT5,OR9A2_HUMAN
ENSP00000493183,A0A286YFI7,A0A286YFI7_HUMAN
ENSP00000319071,Q8NGC7,O11H6_HUMAN
ENSP00000218316,Q13585,MTR1L_HUMAN
ENSP00000363431,P50391,NPY4R_HUMAN
ENSP00000490174,P0DQD5,NPY42_HUMAN
ENSP00000354652,P25929,NPY1R_HUMAN
ENSP00000493255,Q8NH87,OR9G1_HUMAN
ENSP00000366354,Q9GZK7,O11A1_HUMAN
ENSP00000249016,Q99705,MCHR1_HUMAN
ENSP00000281806,Q969V1,MCHR2_HUMAN
ENSP00000378195,O95800,GPR75_HUMAN
ENSP00000449002,B2RN74,O11HC_HUMAN
ENSP00000495403,A0A126GWF9,A0A126GWF9_HUMAN
ENSP00000485150,A0A2C9F2Y1,A0A2C9F2Y1_HUMAN
ENSP00000485387,A6NGY5,O51F1_HUMAN
ENSP00000485387,A6NLW9,A6NLW9_HUMAN
ENSP00000257068,P49286,MTR1B_HUMAN
ENSP00000504128,Q8NFJ6,PKR2_HUMAN
ENSP00000303775,Q8TCW9,PKR1_HUMAN
ENSP00000493427,A0A126GWS8,A0A126GWS8_HUMAN
ENSP00000302811,P48039,MTR1A_HUMAN
ENSP00000422449,H0Y8X5,H0Y8X5_HUMAN
ENSP00000000233,P84085,ARF5_HUMAN
ENSP00000261497,Q9UPT9,UBP22_HUMAN
ENSP00000355324,O60313,OPA1_HUMAN
ENSP00000257904,P11802,CDK4_HUMAN
ENSP00000498608,Q96Q40,CDK15_HUMAN
ENSP00000265334,Q8IVW4,CDKL3_HUMAN
ENSP00000306340,J3KNE8,J3KNE8_HUMAN
ENSP00000389833,H7BZI6,H7BZI6_HUMAN
ENSP00000397087,Q00534,CDK6_HUMAN
ENSP00000369390,O94921,CDK14_HUMAN
ENSP00000289228,P42025,ACTY_HUMAN
ENSP00000357493,Q5H8Y1,Q5H8Y1_HUMAN
ENSP00000350541,Q6Q4G3,AMPQ_HUMAN
ENSP00000261180,Q9UKU6,TRHDE_HUMAN
ENSP00000300060,P15144,AMPN_HUMAN
ENSP00000270357,Q9HAU8,RNPL1_HUMAN
ENSP00000295640,Q9H4A4,AMPB_HUMAN
ENSP00000400376,Q6P179,ERAP2_HUMAN
ENSP00000362330,Q8TD26,CHD6_HUMAN
ENSP00000264159,Q5FWF4,ZRAB3_HUMAN
ENSP00000384524,O00321,ETV2_HUMAN
ENSP00000376436,P14921,ETS1_HUMAN
ENSP00000257832,Q9UKW6,ELF5_HUMAN
ENSP00000379658,P41212,ETV6_HUMAN
ENSP00000311280,Q99607,ELF4_HUMAN
ENSP00000367799,P17947,SPI1_HUMAN
ENSP00000341843,Q9Y603,ETV7_HUMAN
ENSP00000354194,P15036,ETS2_HUMAN
ENSP00000228741,P41970,ELK3_HUMAN
ENSP00000471921,Q01892,SPIB_HUMAN
ENSP00000473233,M0R3H8,M0R3H8_HUMAN
ENSP00000288319,P11308,ERG_HUMAN
ENSP00000357175,P41162,ETV3_HUMAN
ENSP00000491574,A0A1W2PQ73,ERFL_HUMAN
ENSP00000448580,Q8N5J4,SPIC_HUMAN
ENSP00000306894,P41161,ETV5_HUMAN
ENSP00000366182,P19419,ELK1_HUMAN
ENSP00000257831,Q9NZC4,EHF_HUMAN
ENSP00000280701,Q9NWU1,OXSM_HUMAN
ENSP00000419782,Q00535,CDK5_HUMAN
ENSP00000304226,Q9H422,HIPK3_HUMAN
ENSP00000345236,P08134,RHOC_HUMAN
ENSP00000400175,P61586,RHOA_HUMAN
ENSP00000272233,P62745,RHOB_HUMAN
ENSP00000475703,U3KQA9,U3KQA9_HUMAN
ENSP00000229239,P04406,G3P_HUMAN
ENSP00000357883,Q99755,PI51A_HUMAN
ENSP00000354340,Q8TBC4,UBA3_HUMAN
ENSP00000305494,Q9BVQ7,SPA5L_HUMAN
ENSP00000378699,P06493,CDK1_HUMAN
ENSP00000348278,Q9UEW8,STK39_HUMAN
ENSP00000249396,Q8IXJ6,SIR2_HUMAN
ENSP00000378769,P62140,PP1B_HUMAN
ENSP00000384625,Q9UBE8,NLK_HUMAN
ENSP00000300061,P51170,SCNNG_HUMAN
ENSP00000225823,Q16515,ASIC2_HUMAN
ENSP00000228916,P37088,SCNNA_HUMAN
ENSP00000344838,Q9UHC3,ASIC3_HUMAN
ENSP00000400228,P78348,ASIC1_HUMAN
ENSP00000345751,P51168,SCNNB_HUMAN
ENSP00000350786,Q96FT7,ASIC4_HUMAN
ENSP00000262519,O15047,SET1A_HUMAN
ENSP00000474253,Q9UPS6,SET1B_HUMAN
ENSP00000262187,Q15382,RHEB_HUMAN
ENSP00000301068,Q8TAI7,REBL1_HUMAN
ENSP00000336741,O43143,DHX15_HUMAN
ENSP00000287878,Q9UGJ0,AAKG2_HUMAN
ENSP00000447433,P54619,AAKG1_HUMAN
ENSP00000436068,Q9UGI9,AAKG3_HUMAN
ENSP00000256496,Q9NVJ2,ARL8B_HUMAN
ENSP00000300289,P30101,PDIA3_HUMAN
ENSP00000359425,Q9NR82,KCNQ5_HUMAN
ENSP00000445595,Q96KK3,KCNS1_HUMAN
ENSP00000371514,Q8TDN2,KCNV2_HUMAN
ENSP00000328511,P22459,KCNA4_HUMAN
ENSP00000430846,Q92953,KCNB2_HUMAN
ENSP00000312129,Q8TDN1,KCNG4_HUMAN
ENSP00000295082,Q9H3M0,KCNF1_HUMAN
ENSP00000352035,O43526,KCNQ2_HUMAN
ENSP00000305824,Q9BQ31,KCNS3_HUMAN
ENSP00000360806,Q14721,KCNB1_HUMAN
ENSP00000371985,Q09470,KCNA1_HUMAN
ENSP00000262916,P56696,KCNQ4_HUMAN
ENSP00000218176,Q9NSA2,KCND1_HUMAN
ENSP00000252321,P22460,KCNA5_HUMAN
ENSP00000315654,Q9UJ96,KCNG2_HUMAN
ENSP00000360626,Q9UIX4,KCNG1_HUMAN
ENSP00000221444,Q96RP8,KCNA7_HUMAN
ENSP00000280684,P17658,KCNA6_HUMAN
ENSP00000449253,Q96PR1,KCNC2_HUMAN
ENSP00000435954,Q6PIU1,KCNV1_HUMAN
ENSP00000373648,O43525,KCNQ3_HUMAN
ENSP00000393655,Q03721,KCNC4_HUMAN
ENSP00000265969,P48547,KCNC1_HUMAN
ENSP00000304127,Q8TAE7,KCNG3_HUMAN
ENSP00000380869,Q8WUD1,RAB2B_HUMAN
ENSP00000298875,Q9P2I0,CPSF2_HUMAN
ENSP00000393379,O60282,KIF5C_HUMAN
ENSP00000363524,O95239,KIF4A_HUMAN
ENSP00000385000,O00139,KIF2A_HUMAN
ENSP00000378356,O95235,KI20A_HUMAN
ENSP00000377934,Q2M1P5,KIF7_HUMAN
ENSP00000502065,O60333,KIF1B_HUMAN
ENSP00000320821,O43896,KIF1C_HUMAN
ENSP00000263181,Q8NI77,KI18A_HUMAN
ENSP00000465992,Q86Y91,KI18B_HUMAN
ENSP00000259711,Q9H1H9,KI13A_HUMAN
ENSP00000268919,Q8N4N8,KIF2B_HUMAN
ENSP00000234626,O00311,CDC7_HUMAN
ENSP00000350681,P28324,ELK4_HUMAN
ENSP00000356253,P78545,ELF3_HUMAN
ENSP00000239882,P32519,ELF1_HUMAN
ENSP00000419619,Q9H0F7,ARL6_HUMAN
ENSP00000476630,V9GYD0,V9GYD0_HUMAN
ENSP00000246747,P36404,ARL2_HUMAN
ENSP00000290810,Q13564,ULA1_HUMAN
ENSP00000332973,P84022,SMAD3_HUMAN
ENSP00000262160,Q15796,SMAD2_HUMAN
ENSP00000344223,Q14703,MBTP1_HUMAN
ENSP00000507233,Q7Z5J8,ANKAR_HUMAN
ENSP00000306410,Q5T2S8,ODAD2_HUMAN
ENSP00000298032,Q5W041,ARMC3_HUMAN
ENSP00000344456,P35222,CTNB1_HUMAN
ENSP00000325690,Q86X55,CARM1_HUMAN
ENSP00000362634,Q96PN8,TSSK3_HUMAN
ENSP00000258399,Q86T82,UBP37_HUMAN
ENSP00000302961,P34932,HSP74_HUMAN
ENSP00000318687,Q92598,HS105_HUMAN
ENSP00000296464,O95757,HS74L_HUMAN
ENSP00000349877,Q9HD20,AT131_HUMAN
ENSP00000256443,P50613,CDK7_HUMAN
ENSP00000005178,Q16654,PDK4_HUMAN
ENSP00000420927,Q15119,PDK2_HUMAN
ENSP00000282077,Q15118,PDK1_HUMAN
ENSP00000368460,Q15120,PDK3_HUMAN
ENSP00000252011,Q9H5Z1,DHX35_HUMAN
ENSP00000270225,Q9UBE0,SAE1_HUMAN
ENSP00000244051,O95396,MOCS3_HUMAN
ENSP00000288111,Q96LJ7,DHRS1_HUMAN
ENSP00000309845,P01112,RASH_HUMAN
ENSP00000463999,Q96GD4,AURKB_HUMAN
ENSP00000342222,Q9Y5S1,TRPV2_HUMAN
ENSP00000459962,Q8NER1,TRPV1_HUMAN
ENSP00000261740,Q9HBA0,TRPV4_HUMAN
ENSP00000265310,A0A0A6YY98,A0A0A6YY98_HUMAN
ENSP00000332549,Q12879,NMDE1_HUMAN
ENSP00000477455,Q13224,NMDE2_HUMAN
ENSP00000285900,P42261,GRIA1_HUMAN
ENSP00000327687,E7ENK3,E7ENK3_HUMAN
ENSP00000282499,P48058,GRIA4_HUMAN
ENSP00000470251,Q16478,GRIK5_HUMAN
ENSP00000282020,O43424,GRID2_HUMAN
ENSP00000358130,Q13002,GRIK2_HUMAN
ENSP00000358130,F8WEZ8,F8WEZ8_HUMAN
ENSP00000435648,Q16099,GRIK4_HUMAN
ENSP00000330148,Q9ULK0,GRID1_HUMAN
ENSP00000263269,O15399,NMDE4_HUMAN
ENSP00000264426,P42262,GRIA2_HUMAN
ENSP00000362183,Q13003,GRIK3_HUMAN
ENSP00000234389,O60391,NMD3B_HUMAN
ENSP00000478489,P42263,GRIA3_HUMAN
ENSP00000355155,Q8TCU5,NMD3A_HUMAN
ENSP00000293190,Q14957,NMDE3_HUMAN
ENSP00000498113,P13637,AT1A3_HUMAN
ENSP00000494711,A0A2R8YEY8,A0A2R8YEY8_HUMAN
ENSP00000402510,Q9UBK8,MTRR_HUMAN
ENSP00000378968,Q13164,MK07_HUMAN
ENSP00000223023,O00401,WASL_HUMAN
ENSP00000365891,P42768,WASP_HUMAN
ENSP00000188312,Q9GZN1,ARP6_HUMAN
ENSP00000357982,Q9Y466,NR2E1_HUMAN
ENSP00000273814,P52824,DGKQ_HUMAN
ENSP00000304283,P60763,RAC3_HUMAN
ENSP00000258737,P63000,RAC1_HUMAN
ENSP00000354109,Q8NE09,RGS22_HUMAN
ENSP00000404399,P49802,RGS7_HUMAN
ENSP00000404399,Q5T3H5,Q5T3H5_HUMAN
ENSP00000338509,O14924,RGS12_HUMAN
ENSP00000428343,Q2M5E4,RGS21_HUMAN
ENSP00000386229,O43566,RGS14_HUMAN
ENSP00000426289,P57771,RGS8_HUMAN
ENSP00000356529,O15492,RGS16_HUMAN
ENSP00000451030,P49758,RGS6_HUMAN
ENSP00000457748,A5PLK6,RGSL_HUMAN
ENSP00000262406,O75916,RGS9_HUMAN
ENSP00000302625,Q9Y2T1,AXIN2_HUMAN
ENSP00000380876,O94810,RGS11_HUMAN
ENSP00000319308,O15539,RGS5_HUMAN
ENSP00000262320,O15169,AXIN1_HUMAN
ENSP00000235382,P41220,RGS2_HUMAN
ENSP00000230124,Q92562,FIG4_HUMAN
ENSP00000339467,P84095,RHOG_HUMAN
ENSP00000434024,P16104,H2AX_HUMAN
ENSP00000355785,O00292,LFTY2_HUMAN
ENSP00000272134,O75610,LFTY1_HUMAN
ENSP00000238682,P10600,TGFB3_HUMAN
ENSP00000245451,P12644,BMP4_HUMAN
ENSP00000368104,P12643,BMP2_HUMAN
ENSP00000262752,Q9UK32,KS6A6_HUMAN
ENSP00000308413,Q9UBS0,KS6B2_HUMAN
ENSP00000363283,Q15418,KS6A1_HUMAN
ENSP00000442047,F5H8B4,F5H8B4_HUMAN
ENSP00000483595,A0A087X0R0,A0A087X0R0_HUMAN
ENSP00000412513,O15054,KDM6B_HUMAN
ENSP00000392972,Q9UGN5,PARP2_HUMAN
ENSP00000300141,Q6V1X1,DPP8_HUMAN
ENSP00000386565,Q8N608,DPP10_HUMAN
ENSP00000367001,P42658,DPP6_HUMAN
ENSP00000262960,Q86TI2,DPP9_HUMAN
ENSP00000168216,Q99714,HCD2_HUMAN
ENSP00000263245,Q9NP61,ARFG3_HUMAN
ENSP00000263694,Q96DI7,SNR40_HUMAN
ENSP00000336740,P53667,LIMK1_HUMAN
ENSP00000390500,Q13188,STK3_HUMAN
ENSP00000267015,Q9NQS5,GPR84_HUMAN
ENSP00000303706,P30304,MPIP1_HUMAN
ENSP00000321656,P30307,MPIP3_HUMAN
ENSP00000259727,P36959,GMPR1_HUMAN
ENSP00000254654,Q9H0C8,ILKAP_HUMAN
ENSP00000233057,P19525,E2AK2_HUMAN
ENSP00000405819,Q9Y4J8,DTNA_HUMAN
ENSP00000405819,A0A7P0TBH9,A0A7P0TBH9_HUMAN
ENSP00000333547,Q15907,RB11B_HUMAN
ENSP00000285667,P48723,HSP13_HUMAN
ENSP00000323926,Q7Z2W7,TRPM8_HUMAN
ENSP00000252826,Q8TD43,TRPM4_HUMAN
ENSP00000155858,Q9NZQ8,TRPM5_HUMAN
ENSP00000381023,O94759,TRPM2_HUMAN
ENSP00000503830,Q9HCF6,TRPM3_HUMAN
ENSP00000503830,A0A7I2V4E8,A0A7I2V4E8_HUMAN
ENSP00000495860,Q96QT4,TRPM7_HUMAN
ENSP00000256552,Q7Z4N2,TRPM1_HUMAN
ENSP00000159060,Q9HBY0,NOX3_HUMAN
ENSP00000373689,Q9NRD9,DUOX1_HUMAN
ENSP00000373691,X6RAN8,X6RAN8_HUMAN
ENSP00000362057,Q9Y5S8,NOX1_HUMAN
ENSP00000367851,P04839,CY24B_HUMAN
ENSP00000357596,Q8TEY5,CR3L4_HUMAN
ENSP00000481956,Q96BA8,CR3L1_HUMAN
ENSP00000342136,O43889,CREB3_HUMAN
ENSP00000262053,P18846,ATF1_HUMAN
ENSP00000509489,Q03060,CREM_HUMAN
ENSP00000078445,Q68CJ9,CR3L3_HUMAN
ENSP00000364349,Q99941,ATF6B_HUMAN
ENSP00000356919,P18850,ATF6A_HUMAN
ENSP00000359306,Q8N6T3,ARFG1_HUMAN
ENSP00000268251,P80404,GABT_HUMAN
ENSP00000351446,P61964,WDR5_HUMAN
ENSP00000330381,Q86VZ2,WDR5B_HUMAN
ENSP00000462985,O15403,MOT7_HUMAN
ENSP00000460927,I3L431,I3L431_HUMAN
ENSP00000360855,Q6ZSM3,MOT12_HUMAN
ENSP00000462405,O15427,MOT4_HUMAN
ENSP00000358794,O15374,MOT5_HUMAN
ENSP00000357844,Q8TF71,MOT10_HUMAN
ENSP00000358640,P53985,MOT1_HUMAN
ENSP00000309751,Q7RTY0,MOT13_HUMAN
ENSP00000506669,O95907,MOT3_HUMAN
ENSP00000465734,P36021,MOT8_HUMAN
ENSP00000330141,O15375,MOT6_HUMAN
ENSP00000448071,O60669,MOT2_HUMAN
ENSP00000378757,Q7RTY1,MOT9_HUMAN
ENSP00000295190,Q7RTX9,MOT14_HUMAN
ENSP00000389095,Q15438,CYH1_HUMAN
ENSP00000256460,Q14012,KCC1A_HUMAN
ENSP00000260641,P61160,ARP2_HUMAN
ENSP00000267205,Q9HBH0,RHOF_HUMAN
ENSP00000263895,P61587,RND3_HUMAN
ENSP00000316729,Q9H4E5,RHOJ_HUMAN
ENSP00000238738,P17081,RHOQ_HUMAN
ENSP00000308576,O00212,RHOD_HUMAN
ENSP00000369318,O94955,RHBT3_HUMAN
ENSP00000338671,O94844,RHBT1_HUMAN
ENSP00000371219,Q15669,RHOH_HUMAN
ENSP00000466680,P52198,RND2_HUMAN
ENSP00000251822,Q9BYZ6,RHBT2_HUMAN
ENSP00000321971,Q8IXI1,MIRO2_HUMAN
ENSP00000220507,Q96L33,RHOV_HUMAN
ENSP00000308461,Q92730,RND1_HUMAN
ENSP00000495726,Q5JU85,IQEC2_HUMAN
ENSP00000480301,Q6DN90,IQEC1_HUMAN
ENSP00000359000,A0A7P0RGV0,A0A7P0RGV0_HUMAN
ENSP00000324127,Q9NYI0,PSD3_HUMAN
ENSP00000245796,Q8NDX1,PSD4_HUMAN
ENSP00000274710,Q9BQI7,PSD2_HUMAN
ENSP00000437554,Q9UPP2,IQEC3_HUMAN
ENSP00000222800,Q8NFV4,ABHDB_HUMAN
ENSP00000475814,Q6FI13,H2A2A_HUMAN
ENSP00000358155,Q6FI13,H2A2A_HUMAN
ENSP00000297012,Q96QV6,H2A1A_HUMAN
ENSP00000483842,P04908,H2A1B_HUMAN
ENSP00000303373,P04908,H2A1B_HUMAN
ENSP00000489311,A0A0U1RR32,A0A0U1RR32_HUMAN
ENSP00000508783,Q7L7L0,H2A3_HUMAN
ENSP00000367022,Q93077,H2A1C_HUMAN
ENSP00000482564,P0C5Z0,H2AB2_HUMAN
ENSP00000484261,P0C5Y9,H2AB1_HUMAN
ENSP00000346509,P0C5Z0,H2AB2_HUMAN
ENSP00000362352,Q9P0M6,H2AW_HUMAN
ENSP00000351589,P0C0S8,H2A1_HUMAN
ENSP00000352627,P0C0S8,H2A1_HUMAN
ENSP00000482538,P0C0S8,H2A1_HUMAN
ENSP00000366679,Q96KK5,H2A1H_HUMAN
ENSP00000328484,Q99878,H2A1J_HUMAN
ENSP00000482431,P0C0S8,H2A1_HUMAN
ENSP00000352119,P0C0S8,H2A1_HUMAN
ENSP00000498087,A0A3B3IU63,H2AL3_HUMAN
ENSP00000296456,P13798,ACPH_HUMAN
ENSP00000238983,P07098,LIPG_HUMAN
ENSP00000383923,Q5VXI9,LIPN_HUMAN
ENSP00000383901,Q5VYY2,LIPM_HUMAN
ENSP00000383900,Q5VXJ0,LIPK_HUMAN
ENSP00000499208,Q8NB78,KDM1B_HUMAN
ENSP00000365210,Q8WWL7,CCNB3_HUMAN
ENSP00000360129,A8K855,EFCB7_HUMAN
ENSP00000369689,Q9NZT1,CALL5_HUMAN
ENSP00000419081,A0A804DNR1,A0A804DNR1_HUMAN
ENSP00000361554,P35590,TIE1_HUMAN
ENSP00000350896,P54760,EPHB4_HUMAN
ENSP00000374323,A0A0B4J1T8,A0A0B4J1T8_HUMAN
ENSP00000373700,Q9UM73,ALK_HUMAN
ENSP00000351276,P21802,FGFR2_HUMAN
ENSP00000267101,P21860,ERBB3_HUMAN
ENSP00000301178,P30530,UFO_HUMAN
ENSP00000216962,P11216,PYGB_HUMAN
ENSP00000164139,P11217,PYGM_HUMAN
ENSP00000216392,P06737,PYGL_HUMAN
ENSP00000286201,O75084,FZD7_HUMAN
